Country,Category,Player,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Matches
South Africa,world_cup,Opponent Total,,28.1,1.0,2,16,4,25.0,16.0,4.0,0.13,0.5,0,0,
Switzerland,world_cup,Manuel Akanji,DF,30-330,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,0,0,Matches
Switzerland,world_cup,Nico Elvedi,DF,29-257,1.0,0,2,0,0.0,2.0,0.0,0.0,,0,0,Matches
Switzerland,world_cup,Breel Embolo,FW,29-120,1.0,1,4,1,25.0,4.0,1.0,0.0,0.0,1,1,Matches
Switzerland,world_cup,Gregor Kobel,GK,28-190,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
Switzerland,world_cup,Granit Xhaka,MF,33-260,1.0,0,2,0,0.0,2.0,0.0,0.0,,0,0,Matches
Switzerland,world_cup,Denis Zakaria,DF,29-206,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,0,0,Matches
Switzerland,world_cup,Remo Freuler,MF,34-060,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
Switzerland,world_cup,Ricardo Rodríguez,DF,33-293,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
Switzerland,world_cup,Ruben Vargas,MF,27-313,0.9,0,3,1,33.3,3.46,1.15,0.0,0.0,0,0,Matches
Switzerland,world_cup,Michel Aebischer,MF,29-159,0.7,0,1,1,100.0,1.38,1.38,0.0,0.0,0,0,Matches
Switzerland,world_cup,Dan Ndoye,MF,25-232,0.7,0,6,2,33.3,8.31,2.77,0.0,0.0,0,0,Matches
Switzerland,world_cup,Johan Manzambi,MF,20-243,0.3,0,2,0,0.0,7.2,0.0,0.0,,0,0,Matches
Switzerland,world_cup,Fabian Rieder,"FW,MF",24-118,0.3,0,1,0,0.0,3.6,0.0,0.0,,0,0,Matches
Switzerland,world_cup,Zeki Amdouni,"FW,MF",25-192,0.1,0,1,0,0.0,7.5,0.0,0.0,,0,0,Matches
Switzerland,world_cup,Ardon Jashari,MF,23-319,0.0,0,1,0,0.0,45.0,0.0,0.0,,0,0,Matches
Switzerland,world_cup,Miro Muheim,"DF,MF",28-082,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
Switzerland,world_cup,Squad Total,,29.9,1.0,1,26,7,26.9,26.0,7.0,0.0,0.0,1,1,
Switzerland,world_cup,Opponent Total,,29.7,1.0,1,7,4,57.1,7.0,4.0,0.14,0.25,0,0,
Türkiye,world_cup,Abdülkerim Bardakcı,DF,31-280,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,0,0,Matches
Türkiye,world_cup,Uğurcan Çakır,GK,30-070,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
Türkiye,world_cup,Hakan Çalhanoğlu,MF,32-126,1.0,0,5,2,40.0,5.0,2.0,0.0,0.0,0,0,Matches
Türkiye,world_cup,Merih Demiral,DF,28-101,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,Matches
Türkiye,world_cup,Arda Güler,MF,21-109,1.0,0,8,3,37.5,8.0,3.0,0.0,0.0,0,0,Matches
Türkiye,world_cup,Ferdi Kadioglu,DF,26-250,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,Matches
Türkiye,world_cup,Kerem Aktürkoğlu,FW,27-236,0.9,0,3,1,33.3,3.21,1.07,0.0,0.0,0,0,Matches
Türkiye,world_cup,Zeki Çelik,DF,29-117,0.9,0,1,1,100.0,1.13,1.13,0.0,0.0,0,0,Matches
Türkiye,world_cup,İsmail Yüksek,MF,27-139,0.9,0,3,0,0.0,3.38,0.0,0.0,,0,0,Matches
Türkiye,world_cup,Orkun Kökçü,MF,25-167,0.7,0,1,0,0.0,1.48,0.0,0.0,,0,0,Matches
Türkiye,world_cup,Barış Alper Yılmaz,MF,26-022,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
Türkiye,world_cup,Kenan Yıldız,"FW,MF",21-041,0.5,0,6,0,0.0,12.0,0.0,0.0,,0,0,Matches
Türkiye,world_cup,Yunus Akgün,MF,25-342,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
Türkiye,world_cup,Mert Müldür,DF,27-072,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
Türkiye,world_cup,Salih Özcan,MF,28-154,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
Türkiye,world_cup,Deniz Gül,FW,21-347,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
Türkiye,world_cup,Squad Total,,27.6,1.0,0,30,8,26.7,30.0,8.0,0.0,0.0,0,0,
Türkiye,world_cup,Opponent Total,,25.1,1.0,2,9,4,44.4,9.0,4.0,0.22,0.5,0,0,
United States,world_cup,Tyler Adams,MF,27-120,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Alex Freeman,DF,21-309,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Matt Freese,GK,27-285,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Weston McKennie,MF,27-290,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Tim Ream,DF,38-252,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Chris Richards,DF,26-078,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,Matches
United States,world_cup,Antonee Robinson,DF,28-310,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Malik Tillman,MF,24-017,0.9,0,5,2,40.0,5.56,2.22,0.0,0.0,0,0,Matches
United States,world_cup,Folarin Balogun,FW,24-346,0.8,2,5,3,60.0,6.34,3.8,0.4,0.67,0,0,Matches
United States,world_cup,Sergiño Dest,MF,25-223,0.8,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Christian Pulisic,MF,27-269,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
United States,world_cup,Sebastian Berhalter,MF,25-035,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,Matches
United States,world_cup,Ricardo Pepi,FW,23-156,0.2,0,1,0,0.0,4.74,0.0,0.0,,0,0,Matches
United States,world_cup,Timothy Weah,"DF,FW",26-112,0.2,0,2,0,0.0,9.47,0.0,0.0,,0,0,Matches
United States,world_cup,Gio Reyna,MF,23-213,0.1,1,1,1,100.0,10.0,10.0,1.0,1.0,0,0,Matches
United States,world_cup,Squad Total,,27.2,1.0,3,16,6,37.5,16.0,6.0,0.19,0.5,0,0,
United States,world_cup,Opponent Total,,28.4,1.0,1,9,1,11.1,9.0,1.0,0.11,1.0,0,0,
