Country,Category,Player,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches,Playing Time_MP
Haiti,world_cup,Wilguens Paugain,DF,24-294,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Haiti,world_cup,Alexandre Pierre,GK,25-109,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Haiti,world_cup,Woodensky Pierre,MF,21-166,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Haiti,world_cup,Dominique Simon,MF,25-320,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Haiti,world_cup,Keeto Thermoncy,DF,20-077,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Haiti,world_cup,Squad Total,,29.1,1.0,90.0,90.0,100.0,1.0,11,85.0,8,3,17.0,12,0.0,0.0,1.0,-1.0,-1.0,,,
Haiti,world_cup,Opponent Total,,29.4,1.0,90.0,90.0,100.0,1.0,11,85.0,6,5,13.0,10,3.0,1.0,0.0,1.0,1.0,,,
Korea Republic,world_cup,Lee Gi-hyuk,DF,25-342,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,Matches,
Korea Republic,world_cup,Lee Han-beom,DF,23-362,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,Matches,
Korea Republic,world_cup,Lee Kang-in,FW,25-115,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,Matches,
Korea Republic,world_cup,Kim Min-jae,DF,29-211,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,Matches,
Korea Republic,world_cup,Kim Seung-gyu,GK,35-257,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,Matches,
Korea Republic,world_cup,Seol Young-woo,MF,27-191,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,,Matches,
Korea Republic,world_cup,Hwang In-beom,MF,29-267,1.0,83.0,83.0,92.2,0.9,1,83.0,0,0,,0,3.0,2.0,1.0,1.0,1.08,1.08,Matches,
Korea Republic,world_cup,Paik Seung-ho,MF,29-089,1.0,83.0,83.0,92.2,0.9,1,83.0,0,0,,0,3.0,2.0,1.0,1.0,1.08,1.08,Matches,
Korea Republic,world_cup,Son Heung-min,FW,33-341,1.0,68.0,68.0,75.6,0.8,1,68.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-4.09,Matches,
Korea Republic,world_cup,Lee Tae-seok,MF,23-321,1.0,68.0,68.0,75.6,0.8,1,68.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-4.09,Matches,
Korea Republic,world_cup,Lee Jae-sung,FW,33-308,1.0,61.0,61.0,67.8,0.7,1,61.0,0,0,,0,3.0,0.0,1.0,-1.0,-1.48,-7.68,Matches,
Korea Republic,world_cup,Hwang Hee-chan,"FW,MF",30-139,1.0,29.0,29.0,32.2,0.3,0,,0,1,29.0,0,3.0,2.0,0.0,2.0,6.21,7.68,Matches,
Korea Republic,world_cup,Oh Hyeon-gyu,FW,25-063,1.0,22.0,22.0,24.4,0.2,0,,0,1,22.0,0,3.0,1.0,0.0,1.0,4.09,4.09,Matches,
Korea Republic,world_cup,Eom Ji-sung,MF,24-036,1.0,22.0,22.0,24.4,0.2,0,,0,1,22.0,0,3.0,1.0,0.0,1.0,4.09,4.09,Matches,
Korea Republic,world_cup,Kim Jin-gyu,MF,29-110,1.0,7.0,7.0,7.8,0.1,0,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,-1.08,Matches,
Korea Republic,world_cup,Park Jinseob,"DF,MF",30-234,1.0,7.0,7.0,7.8,0.1,0,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,-1.08,Matches,
Korea Republic,world_cup,Song Bum-keun,GK,28-242,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Jens Castrop,MF,22-320,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Lee Dong-gyeong,"FW,MF",28-267,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Cho Gue-sung,FW,28-140,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Jo Hyeon-woo,GK,34-262,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Yang Hyun-jun,"FW,MF",24-020,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Bae Jun-ho,"FW,MF",22-297,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Kim Moon-hwan,"DF,MF",30-317,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Kim Tae-hyeon,DF,25-270,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Cho Wi-je,DF,24-293,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Korea Republic,world_cup,Squad Total,,28.7,1.0,90.0,90.0,100.0,1.0,11,82.0,6,5,17.0,10,3.0,2.0,1.0,1.0,1.0,,,
Korea Republic,world_cup,Opponent Total,,28.2,1.0,90.0,90.0,100.0,1.0,11,82.0,7,4,22.0,11,0.0,1.0,2.0,-1.0,-1.0,,,
Mexico,world_cup,Roberto Alvarado,MF,27-280,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,Matches,1.0
Mexico,world_cup,Jesús Gallardo,DF,31-303,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,Matches,1.0
Mexico,world_cup,Raúl Rangel,GK,26-109,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,Matches,1.0
Mexico,world_cup,Israel Reyes,DF,26-022,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,Matches,1.0
Mexico,world_cup,Johan Vásquez,DF,27-235,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,,Matches,1.0
Mexico,world_cup,César Montes,DF,29-110,,89.0,89.0,98.9,1.0,1,89.0,0,0,,0,3.0,2.0,0.0,2.0,2.02,2.02,Matches,1.0
Mexico,world_cup,Julián Quiñones,MF,29-082,,78.0,78.0,86.7,0.9,1,78.0,0,0,,0,3.0,2.0,0.0,2.0,2.31,2.31,Matches,1.0
Mexico,world_cup,Raúl Jiménez,FW,35-040,,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,3.0,2.0,0.0,2.0,2.4,2.4,Matches,1.0
Mexico,world_cup,Erik Lira,MF,26-037,,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,3.0,2.0,0.0,2.0,2.4,2.4,Matches,1.0
Mexico,world_cup,Álvaro Fidalgo,MF,29-066,,65.0,65.0,72.2,0.7,1,65.0,0,0,,0,3.0,1.0,0.0,1.0,1.38,-2.22,Matches,1.0
Mexico,world_cup,Brian Gutiérrez,MF,22-362,,65.0,65.0,72.2,0.7,1,65.0,0,0,,0,3.0,1.0,0.0,1.0,1.38,-2.22,Matches,1.0
Mexico,world_cup,Luis Chávez,MF,30-150,,25.0,25.0,27.8,0.3,0,,0,1,25.0,0,3.0,1.0,0.0,1.0,3.6,2.22,Matches,1.0
Mexico,world_cup,Gilberto Mora,MF,17-243,,25.0,25.0,27.8,0.3,0,,0,1,25.0,0,3.0,1.0,0.0,1.0,3.6,2.22,Matches,1.0
Mexico,world_cup,Edson Álvarez,"DF,MF",28-233,,15.0,15.0,16.7,0.2,0,,0,1,15.0,0,3.0,0.0,0.0,0.0,0.0,-2.4,Matches,1.0
Mexico,world_cup,Armando González,FW,23-055,,15.0,15.0,16.7,0.2,0,,0,1,15.0,0,3.0,0.0,0.0,0.0,0.0,-2.4,Matches,1.0
Mexico,world_cup,Alexis Vega,"FW,MF",28-201,,12.0,12.0,13.3,0.1,0,,0,1,12.0,0,3.0,0.0,0.0,0.0,0.0,-2.31,Matches,1.0
Mexico,world_cup,Carlos Acevedo,GK,30-056,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Mateo Chávez,DF,22-033,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Santiago Giménez,FW,25-057,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,César Huerta,"FW,MF",25-193,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Guillermo Martínez Ayala,FW,31-091,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Guillermo Ochoa,GK,40-336,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Orbelín Pineda,"FW,MF",30-082,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Luis Romo,"DF,MF",31-009,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Jorge Sánchez,"DF,MF",28-186,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Obed Vargas,MF,20-313,,,,,,0,,0,0,,1,,,,,,,Matches,0.0
Mexico,world_cup,Squad Total,,28.1,,90.0,90.0,100.0,1.0,11,82.0,5,5,18.0,10,3.0,2.0,0.0,2.0,2.0,,,1.0
Mexico,world_cup,Opponent Total,,28.2,,90.0,90.0,100.0,1.0,11,82.0,6,4,22.0,11,0.0,0.0,2.0,-2.0,-2.0,,,1.0
Morocco,world_cup,Neil El Aynaoui,MF,24-347,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Morocco,world_cup,Ayyoub Bouaddi,MF,18-255,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Morocco,world_cup,Yassine Bounou,GK,35-070,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Morocco,world_cup,Issa Diop,DF,29-156,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Morocco,world_cup,Achraf Hakimi,DF,27-222,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Morocco,world_cup,Chadi Riad,DF,22-362,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Morocco,world_cup,Ismael Saibari,FW,25-137,1.0,88.0,88.0,97.8,1.0,1,88.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Bilal El Khannouss,MF,22-035,1.0,79.0,79.0,87.8,0.9,1,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Noussair Mazraoui,DF,28-212,1.0,79.0,79.0,87.8,0.9,1,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Brahim Díaz,MF,26-315,1.0,64.0,64.0,71.1,0.7,1,64.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Azzedine Ounahi,MF,26-056,1.0,64.0,64.0,71.1,0.7,1,64.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Samir El Mourabet,MF,20-251,1.0,26.0,26.0,28.9,0.3,0,,0,1,26.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Chemsdine Talbi,MF,21-036,1.0,26.0,26.0,28.9,0.3,0,,0,1,26.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Ayoube Amaimouni,MF,21-196,1.0,11.0,11.0,12.2,0.1,0,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Anass Salah-Eddine,DF,24-147,1.0,11.0,11.0,12.2,0.1,0,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Soufiane Rahimi,FW,30-012,1.0,2.0,2.0,2.2,0.0,0,,0,1,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,
Morocco,world_cup,Sofyan Amrabat,"DF,MF",29-297,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Youssef Belammari,DF,27-267,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Redouane Halhal,DF,23-101,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Ayoub El Kaabi,"FW,MF",32-353,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Munir,GK,37-035,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Zakaria El Ouahdi,"DF,MF",24-165,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Ahmed Reda Tagnaouti,GK,30-070,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Marwane Saâdane,"DF,MF",34-148,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Amine Sbai,"FW,MF",25-221,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Gessime Yassine,MF,20-204,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Morocco,world_cup,Squad Total,,25.8,1.0,90.0,90.0,100.0,1.0,11,83.0,6,5,15.0,10,1.0,1.0,1.0,0.0,0.0,,,
Morocco,world_cup,Opponent Total,,29.8,1.0,90.0,90.0,100.0,1.0,11,83.0,6,5,32.0,9,1.0,1.0,1.0,0.0,0.0,,,
Paraguay,world_cup,Omar Alderete,DF,29-170,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,Matches,
Paraguay,world_cup,Júnior Alonso,DF,33-125,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,Matches,
Paraguay,world_cup,Andrés Cubas,MF,30-023,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,Matches,
Paraguay,world_cup,Julio Enciso,FW,22-142,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,Matches,
Paraguay,world_cup,Orlando Gill,GK,26-003,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,Matches,
Paraguay,world_cup,Gustavo Gómez,DF,33-039,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,4.0,-3.0,-3.0,,Matches,
Paraguay,world_cup,Diego Gómez,MF,23-079,1.0,79.0,79.0,87.8,0.9,1,79.0,0,0,,0,0.0,1.0,3.0,-2.0,-2.28,5.9,Matches,
Paraguay,world_cup,Miguel Almirón,MF,32-124,1.0,78.0,78.0,86.7,0.9,1,78.0,0,0,,0,0.0,1.0,3.0,-2.0,-2.31,5.19,Matches,
Paraguay,world_cup,Juan Cáceres,DF,26-013,1.0,78.0,78.0,86.7,0.9,1,78.0,0,0,,0,0.0,1.0,3.0,-2.0,-2.31,5.19,Matches,
Paraguay,world_cup,Antonio Sanabria,FW,30-102,1.0,61.0,61.0,67.8,0.7,1,61.0,0,0,,0,0.0,0.0,3.0,-3.0,-4.43,-4.43,Matches,
Paraguay,world_cup,Damián Bobadilla,MF,24-338,1.0,45.0,45.0,50.0,0.5,1,45.0,0,0,,0,0.0,0.0,3.0,-3.0,-6.0,-6.0,Matches,
Paraguay,world_cup,Mauricio,MF,25-023,1.0,45.0,45.0,50.0,0.5,0,,0,1,45.0,0,0.0,1.0,1.0,0.0,0.0,6.0,Matches,
Paraguay,world_cup,Álex Arce,FW,30-363,1.0,29.0,29.0,32.2,0.3,0,,0,1,29.0,0,0.0,1.0,1.0,0.0,0.0,4.43,Matches,
Paraguay,world_cup,Ramón Sosa,"FW,MF",26-287,1.0,12.0,12.0,13.3,0.1,0,,0,1,12.0,0,0.0,0.0,1.0,-1.0,-7.5,-5.19,Matches,
Paraguay,world_cup,Gustavo Velásquez,DF,35-058,1.0,12.0,12.0,13.3,0.1,0,,0,1,12.0,0,0.0,0.0,1.0,-1.0,-7.5,-5.19,Matches,
Paraguay,world_cup,Kaku,MF,31-154,1.0,11.0,11.0,12.2,0.1,0,,0,1,11.0,0,0.0,0.0,1.0,-1.0,-8.18,-5.9,Matches,
Paraguay,world_cup,Gabriel Ávalos,FW,35-245,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Fabián Balbuena,DF,34-295,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Gustavo Caballero,"FW,MF",24-266,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,José Canale,DF,29-329,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Gatito Fernández,GK,38-077,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Matías Galarza,MF,24-123,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Alexandro Maidana,DF,20-323,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Braian Ojeda,MF,25-352,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Gastón Olveira,GK,33-054,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Isidro Pitta,FW,26-304,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Paraguay,world_cup,Squad Total,,28.4,1.0,90.0,90.0,100.0,1.0,11,80.0,6,5,22.0,10,0.0,1.0,4.0,-3.0,-3.0,,,
Paraguay,world_cup,Opponent Total,,27.2,1.0,90.0,90.0,100.0,1.0,11,80.0,7,4,23.0,11,3.0,4.0,1.0,3.0,3.0,,,
Qatar,world_cup,Mahmoud Abunada,GK,26-129,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Qatar,world_cup,Akram Afif,FW,29-208,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Qatar,world_cup,Homam Ahmed,DF,26-293,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Qatar,world_cup,Boualem Khoukhi,DF,35-340,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Qatar,world_cup,Issa Laye,MF,28-174,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Qatar,world_cup,Ró-Ró,DF,35-312,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,Matches,
Qatar,world_cup,Edmilson Junior,FW,31-299,1.0,87.0,87.0,96.7,1.0,1,87.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.03,-31.03,Matches,
Qatar,world_cup,Assim Madibo,MF,29-235,1.0,78.0,78.0,86.7,0.9,1,78.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.15,-8.65,Matches,
Qatar,world_cup,Yusuf Abdurisag,FW,26-312,1.0,59.0,59.0,65.6,0.7,1,59.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.53,-4.43,Matches,
Qatar,world_cup,Jassem Gaber,MF,24-114,1.0,59.0,59.0,65.6,0.7,1,59.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.53,-4.43,Matches,
Qatar,world_cup,Ayoub Al-Oui,DF,21-095,1.0,59.0,59.0,65.6,0.7,1,59.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.53,-4.43,Matches,
Qatar,world_cup,Ahmed Alaaeldin,FW,33-134,1.0,31.0,31.0,34.4,0.3,0,,0,1,31.0,0,1.0,1.0,0.0,1.0,2.9,4.43,Matches,
Qatar,world_cup,Karim Boudiaf,"DF,MF",35-271,1.0,31.0,31.0,34.4,0.3,0,,0,1,31.0,0,1.0,1.0,0.0,1.0,2.9,4.43,Matches,
Qatar,world_cup,Ahmed Fathy,MF,33-140,1.0,31.0,31.0,34.4,0.3,0,,0,1,31.0,0,1.0,1.0,0.0,1.0,2.9,4.43,Matches,
Qatar,world_cup,Mohamed Manai,DF,23-232,1.0,12.0,12.0,13.3,0.1,0,,0,1,12.0,0,1.0,1.0,0.0,1.0,7.5,8.65,Matches,
Qatar,world_cup,Hassan Al-Haydos,"FW,MF",35-185,1.0,3.0,3.0,3.3,0.0,0,,0,1,3.0,0,1.0,1.0,0.0,1.0,30.0,31.03,Matches,
Qatar,world_cup,Almoez Ali,FW,29-299,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Meshaal Barsham,GK,28-120,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Sultan Al-Brake,DF,30-068,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Ahmed Al-Ganehi,FW,25-265,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Abdulaziz Hatem,MF,36-164,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Al-Hashmi Al-Hussain,MF,22-303,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Tahsin Jamshid,FW,19-363,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Lucas Mendes,DF,35-346,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Mohammed Muntari,FW,32-176,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Salah Zakaria,GK,27-051,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Qatar,world_cup,Squad Total,,29.7,1.0,90.0,90.0,100.0,1.0,11,80.0,6,5,22.0,10,1.0,1.0,1.0,0.0,0.0,,,
Qatar,world_cup,Opponent Total,,29.9,1.0,90.0,90.0,100.0,1.0,11,80.0,6,5,13.0,10,1.0,1.0,1.0,0.0,0.0,,,
Scotland,world_cup,Lewis Ferguson,MF,26-294,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,,Matches,
Scotland,world_cup,Angus Gunn,GK,30-143,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,,Matches,
Scotland,world_cup,Grant Hanley,DF,34-206,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,,Matches,
Scotland,world_cup,Jack Hendry,DF,31-038,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,,Matches,
Scotland,world_cup,Scott McTominay,MF,29-188,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,,Matches,
Scotland,world_cup,Andy Robertson,DF,32-095,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,1.0,0.0,1.0,1.0,,Matches,
Scotland,world_cup,John McGinn,MF,31-239,1.0,82.0,82.0,91.1,0.9,1,82.0,0,0,,0,3.0,1.0,0.0,1.0,1.1,1.1,Matches,
Scotland,world_cup,Lawrence Shankland,FW,30-308,1.0,82.0,82.0,91.1,0.9,1,82.0,0,0,,0,3.0,1.0,0.0,1.0,1.1,1.1,Matches,
Scotland,world_cup,Ché Adams,FW,29-336,1.0,74.0,74.0,82.2,0.8,1,74.0,0,0,,0,3.0,1.0,0.0,1.0,1.22,1.22,Matches,
Scotland,world_cup,Ben Gannon-Doak,MF,20-215,1.0,74.0,74.0,82.2,0.8,1,74.0,0,0,,0,3.0,1.0,0.0,1.0,1.22,1.22,Matches,
Scotland,world_cup,Aaron Hickey,DF,24-004,1.0,74.0,74.0,82.2,0.8,1,74.0,0,0,,0,3.0,1.0,0.0,1.0,1.22,1.22,Matches,
Scotland,world_cup,Ryan Christie,"FW,MF",31-112,1.0,16.0,16.0,17.8,0.2,0,,0,1,16.0,0,3.0,0.0,0.0,0.0,0.0,-1.22,Matches,
Scotland,world_cup,Lyndon Dykes,"FW,MF",30-250,1.0,16.0,16.0,17.8,0.2,0,,0,1,16.0,0,3.0,0.0,0.0,0.0,0.0,-1.22,Matches,
Scotland,world_cup,Nathan Patterson,DF,24-241,1.0,16.0,16.0,17.8,0.2,0,,0,1,16.0,0,3.0,0.0,0.0,0.0,0.0,-1.22,Matches,
Scotland,world_cup,Findlay Curtis,MF,19-256,1.0,8.0,8.0,8.9,0.1,0,,0,1,8.0,0,3.0,0.0,0.0,0.0,0.0,-1.1,Matches,
Scotland,world_cup,Kenny McLean,"DF,MF",34-157,1.0,8.0,8.0,8.9,0.1,0,,0,1,8.0,0,3.0,0.0,0.0,0.0,0.0,-1.1,Matches,
Scotland,world_cup,Tyler Fletcher,MF,19-087,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Craig Gordon,GK,43-165,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,George Hirst,FW,27-119,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Dominic Hyam,DF,30-176,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Liam Kelly,GK,30-142,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Scott McKenna,DF,29-214,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Anthony Ralston,DF,27-210,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,John Souttar,DF,29-262,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Ross Stewart,FW,29-338,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Kieran Tierney,"DF,MF",29-009,0.0,,,,,0,,0,0,,1,,,,,,,Matches,
Scotland,world_cup,Squad Total,,29.4,1.0,90.0,90.0,100.0,1.0,11,84.0,6,5,13.0,10,3.0,1.0,0.0,1.0,1.0,,,
Scotland,world_cup,Opponent Total,,29.1,1.0,90.0,90.0,100.0,1.0,11,84.0,8,3,17.0,12,0.0,0.0,1.0,-1.0,-1.0,,,
South Africa,world_cup,Mbekezeli Mbokazi,DF,20-268,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
South Africa,world_cup,Teboho Mokoena,MF,29-141,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
South Africa,world_cup,Khuliso Mudau,DF,31-049,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
South Africa,world_cup,Ime Okon,DF,22-114,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
South Africa,world_cup,Nkosinathi Sibisi,DF,30-265,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,,Matches,
