Country,Category,Player,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Matches
Türkiye,all_competitions,Altay Bayındır,GK,28-061,1.0,1.0,62,0.7,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Türkiye,all_competitions,Muhammed Şengezer,GK,29-160,1.0,0.0,26,0.3,0.0,0.0,,,,,,,1,,0,0,0,0,,Matches
Türkiye,all_competitions,Squad Total,,26.8,2.0,2.0,178,2.0,1.0,0.51,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,
Türkiye,all_competitions,Opponent Total,,26.8,2.0,2.0,178,2.0,6.0,3.03,,,,0.0,0.0,2.0,0,0.0,0,0,0,0,,
Türkiye,all_competitions,Uğurcan Çakır,GK,29.0,7.0,7.0,630,7.0,10.0,1.43,25.0,15.0,60.0,6.0,0.0,1.0,3,42.9,0,0,0,0,,Matches
Türkiye,all_competitions,Altay Bayındır,GK,27.0,1.0,1.0,90,1.0,2.0,2.0,8.0,6.0,75.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Türkiye,all_competitions,Squad Total,,27.1,8.0,8.0,720,8.0,12.0,1.5,33.0,21.0,63.6,6.0,1.0,1.0,3,37.5,0,0,0,0,,
Türkiye,all_competitions,Opponent Total,,26.7,8.0,8.0,720,8.0,19.0,2.37,36.0,18.0,50.0,1.0,1.0,6.0,1,12.5,1,1,0,0,0.0,
Türkiye,all_competitions,Uğurcan Çakır,GK,30-070,9.0,9.0,810,9.0,13.0,1.44,29.0,17.0,58.6,7.0,0.0,2.0,3,33.3,0,0,0,0,,Matches
Türkiye,all_competitions,Altay Bayındır,GK,28-061,2.0,2.0,152,1.7,2.0,1.18,8.0,6.0,75.0,1.0,1.0,0.0,1,50.0,0,0,0,0,,Matches
Türkiye,all_competitions,Muhammed Şengezer,GK,29-160,1.0,0.0,26,0.3,0.0,0.0,,,,,,,1,,0,0,0,0,,Matches
United States,all_competitions,Matt Freese,GK,27-285,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
United States,all_competitions,Squad Total,,27.2,1.0,1.0,90,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,,
United States,all_competitions,Opponent Total,,28.4,1.0,1.0,90,1.0,4.0,4.0,7.0,3.0,42.9,0.0,0.0,1.0,0,0.0,0,0,0,0,,
United States,all_competitions,Matt Freese,GK,27-285,2.0,2.0,180,2.0,4.0,2.0,,,,0.0,0.0,2.0,0,0.0,0,0,0,0,,Matches
United States,all_competitions,Matt Turner,GK,31-355,2.0,2.0,135,1.5,6.0,4.0,,,,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0,Matches
United States,all_competitions,Chris Brady,GK,22-103,1.0,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
United States,all_competitions,Squad Total,,26.9,4.0,4.0,360,4.0,11.0,2.75,,,,1.0,0.0,3.0,0,0.0,1,1,0,0,0.0,
United States,all_competitions,Opponent Total,,27.0,4.0,4.0,360,4.0,6.0,1.5,,,,3.0,0.0,1.0,1,25.0,0,0,0,0,,
United States,all_competitions,Matt Freese,GK,27-285,3.0,3.0,270,3.0,5.0,1.67,1.0,0.0,0.0,1.0,0.0,2.0,0,0.0,0,0,0,0,,Matches
United States,all_competitions,Matt Turner,GK,31-355,2.0,2.0,135,1.5,6.0,4.0,,,,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0,Matches
United States,all_competitions,Chris Brady,GK,22-103,1.0,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Uruguay,all_competitions,Fernando Muslera,GK,39-363,1.0,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Uruguay,all_competitions,Sergio Rochet,GK,33-083,1.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Uruguay,all_competitions,Squad Total,,29.5,2.0,2.0,180,2.0,1.0,0.5,,,,0.0,2.0,0.0,1,50.0,0,0,0,0,,
Uruguay,all_competitions,Opponent Total,,27.1,2.0,2.0,180,2.0,1.0,0.5,,,,0.0,2.0,0.0,1,50.0,1,1,0,0,0.0,
Uruguay,all_competitions,Sergio Rochet,GK,32.0,14.0,14.0,"1,260",14.0,8.0,0.57,45.0,37.0,82.2,6.0,5.0,3.0,8,57.1,1,0,0,1,,Matches
Uruguay,all_competitions,Santiago Mele,GK,28.0,4.0,4.0,360,4.0,4.0,1.0,12.0,9.0,75.0,1.0,2.0,1.0,2,50.0,1,1,0,0,0.0,Matches
Uruguay,all_competitions,Squad Total,,28.0,18.0,18.0,"1,620",18.0,12.0,0.67,57.0,46.0,80.7,7.0,7.0,4.0,10,55.6,2,1,0,1,0.0,
Uruguay,all_competitions,Opponent Total,,29.3,18.0,18.0,"1,617",18.0,22.0,1.22,58.0,37.0,63.8,4.0,7.0,7.0,8,44.4,1,1,0,0,0.0,
Uruguay,all_competitions,Sergio Rochet,GK,33-083,15.0,15.0,"1,350",15.0,8.0,0.53,45.0,37.0,82.2,6.0,6.0,3.0,9,60.0,1,0,0,1,,Matches
Uruguay,all_competitions,Santiago Mele,GK,28-281,4.0,4.0,360,4.0,4.0,1.0,12.0,9.0,75.0,1.0,2.0,1.0,2,50.0,1,1,0,0,0.0,Matches
Uruguay,all_competitions,Fernando Muslera,GK,39-363,1.0,1.0,90,1.0,1.0,1.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Uzbekistan,all_competitions,Abduvohid Nematov,GK,25-086,1.0,1.0,90,1.0,2.0,2.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Uzbekistan,all_competitions,Utkir Yusupov,GK,35-161,1.0,1.0,90,1.0,2.0,2.0,,,,0.0,0.0,1.0,0,0.0,2,2,0,0,0.0,Matches
Uzbekistan,all_competitions,Squad Total,,28.2,2.0,2.0,180,2.0,4.0,2.0,,,,0.0,0.0,2.0,0,0.0,2,2,0,0,0.0,
Uzbekistan,all_competitions,Opponent Total,,27.1,2.0,2.0,180,2.0,1.0,0.5,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,
Uzbekistan,all_competitions,Utkir Yusupov,GK,35.0,16.0,16.0,"1,440",16.0,11.0,0.69,33.0,28.0,66.7,10.0,5.0,1.0,10,62.5,2,0,2,0,100.0,Matches
Uzbekistan,all_competitions,Squad Total,,29.2,16.0,16.0,"1,440",16.0,11.0,0.69,33.0,28.0,66.7,10.0,5.0,1.0,10,62.5,2,0,2,0,100.0,
Uzbekistan,all_competitions,Opponent Total,,29.3,16.0,16.0,"1,440",16.0,27.0,1.69,45.0,33.0,42.2,1.0,5.0,10.0,3,18.8,2,1,1,0,50.0,
Uzbekistan,all_competitions,Utkir Yusupov,GK,35-161,17.0,17.0,"1,530",17.0,13.0,0.76,33.0,28.0,66.7,10.0,5.0,2.0,10,58.8,4,2,2,0,50.0,Matches
Uzbekistan,all_competitions,Abduvohid Nematov,GK,25-086,1.0,1.0,90,1.0,2.0,2.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
