Country,Category,Player,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Matches
Paraguay,all_competitions,Squad Total,,28.8,3.0,3.0,270,3.0,2.0,0.67,,,,2.0,0.0,1.0,2,66.7,0,0,0,0,,
Paraguay,all_competitions,Opponent Total,,26.4,3.0,3.0,270,3.0,6.0,2.0,,,,1.0,0.0,2.0,0,0.0,1,1,0,0,0.0,
Paraguay,all_competitions,Gatito Fernández,GK,37.0,11.0,11.0,990,11.0,7.0,0.64,30.0,24.0,80.0,5.0,5.0,1.0,6,54.5,1,1,0,0,0.0,Matches
Paraguay,all_competitions,Carlos Coronel,GK,29.0,6.0,6.0,540,6.0,3.0,0.5,14.0,13.0,92.9,1.0,2.0,3.0,3,50.0,2,2,0,0,0.0,Matches
Paraguay,all_competitions,Orlando Gill,GK,25.0,1.0,1.0,90,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Paraguay,all_competitions,Squad Total,,29.8,18.0,18.0,"1,620",18.0,10.0,0.56,47.0,40.0,85.1,7.0,7.0,4.0,10,55.6,3,3,0,0,0.0,
Paraguay,all_competitions,Opponent Total,,29.4,18.0,18.0,"1,620",18.0,14.0,0.78,61.0,49.0,78.7,4.0,7.0,7.0,9,50.0,2,1,1,0,50.0,
Paraguay,all_competitions,Gatito Fernández,GK,38-077,12.0,12.0,"1,035",11.5,7.0,0.61,30.0,24.0,80.0,6.0,5.0,1.0,7,58.3,1,1,0,0,0.0,Matches
Paraguay,all_competitions,Carlos Coronel,GK,29-167,6.0,6.0,540,6.0,3.0,0.5,14.0,13.0,92.9,1.0,2.0,3.0,3,50.0,2,2,0,0,0.0,Matches
Paraguay,all_competitions,Orlando Gill,GK,26-003,4.0,3.0,315,3.5,6.0,1.71,10.0,6.0,60.0,1.0,0.0,2.0,2,66.7,0,0,0,0,,Matches
Paraguay,all_competitions,Gastón Olveira,GK,33-054,1.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Portugal,all_competitions,José Sá,GK,33-148,2.0,2.0,129,1.4,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,Matches
Portugal,all_competitions,Rui Silva,GK,32-127,2.0,1.0,135,1.5,1.0,0.67,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Portugal,all_competitions,Diogo Costa,GK,26-268,1.0,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Portugal,all_competitions,Ricardo Velho,GK,27-298,1.0,0.0,6,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Portugal,all_competitions,Squad Total,,27.9,4.0,4.0,360,4.0,2.0,0.5,,,,3.0,1.0,0.0,2,50.0,0,0,0,0,,
Portugal,all_competitions,Opponent Total,,26.6,4.0,4.0,360,4.0,6.0,1.5,,,,0.0,1.0,3.0,1,25.0,0,0,0,0,,
Portugal,all_competitions,Diogo Costa,GK,26.0,6.0,6.0,540,6.0,7.0,1.17,16.0,9.0,56.3,4.0,1.0,1.0,2,33.3,0,0,0,0,,Matches
Portugal,all_competitions,Squad Total,,28.0,6.0,6.0,540,6.0,7.0,1.17,16.0,9.0,56.3,4.0,1.0,1.0,2,33.3,0,0,0,0,,
Portugal,all_competitions,Opponent Total,,27.4,6.0,6.0,540,6.0,20.0,3.33,45.0,29.0,62.2,1.0,1.0,4.0,1,16.7,4,3,1,0,25.0,
Portugal,all_competitions,Diogo Costa,GK,26-268,7.0,7.0,630,7.0,8.0,1.14,16.0,9.0,56.3,5.0,1.0,1.0,2,28.6,0,0,0,0,,Matches
Portugal,all_competitions,Rui Silva,GK,32-127,2.0,1.0,135,1.5,1.0,0.67,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Portugal,all_competitions,José Sá,GK,33-148,2.0,2.0,129,1.4,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,Matches
Portugal,all_competitions,Ricardo Velho,GK,27-298,1.0,0.0,6,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Qatar,all_competitions,Mahmoud Abunada,GK,26-129,1.0,1.0,90,1.0,1.0,1.0,5.0,5.0,100.0,0.0,1.0,0.0,0,0.0,1,1,0,0,0.0,Matches
Qatar,all_competitions,Squad Total,,29.7,1.0,1.0,90,1.0,1.0,1.0,5.0,5.0,100.0,0.0,1.0,0.0,0,0.0,1,1,0,0,0.0,
Qatar,all_competitions,Opponent Total,,29.9,1.0,1.0,90,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Qatar,all_competitions,Mahmoud Abunada,GK,26-129,2.0,2.0,180,2.0,1.0,0.5,,,,0.0,1.0,1.0,1,50.0,0,0,0,0,,Matches
Qatar,all_competitions,Squad Total,,29.4,2.0,2.0,180,2.0,1.0,0.5,,,,0.0,1.0,1.0,1,50.0,0,0,0,0,,
Qatar,all_competitions,Opponent Total,,27.0,2.0,2.0,180,2.0,0.0,0.0,,,,1.0,1.0,0.0,2,100.0,0,0,0,0,,
Qatar,all_competitions,Meshaal Barsham,GK,27.0,13.0,13.0,"1,149",12.8,23.0,1.8,43.0,24.0,51.2,8.0,1.0,4.0,3,23.1,2,2,0,0,0.0,Matches
Qatar,all_competitions,Mahmoud Abunada,GK,25.0,2.0,2.0,180,2.0,1.0,0.5,5.0,4.0,80.0,1.0,1.0,0.0,1,50.0,0,0,0,0,,Matches
Qatar,all_competitions,Salah Zakaria,GK,26.0,2.0,1.0,111,1.2,3.0,2.43,7.0,4.0,57.1,0.0,0.0,1.0,1,100.0,0,0,0,0,,Matches
Qatar,all_competitions,Saad Al Sheeb,GK,35.0,1.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Qatar,all_competitions,Shehab Mamdouh,GK,25.0,1.0,1.0,45,0.5,1.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Qatar,all_competitions,Ali Nader,GK,21.0,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Qatar,all_competitions,Squad Total,,29.2,18.0,18.0,"1,620",18.0,28.0,1.56,55.0,32.0,52.7,10.0,3.0,5.0,5,27.8,2,2,0,0,0.0,
Qatar,all_competitions,Opponent Total,,28.7,18.0,18.0,"1,620",18.0,37.0,2.06,46.0,28.0,28.3,5.0,3.0,10.0,4,22.2,4,4,0,0,0.0,
Qatar,all_competitions,Meshaal Barsham,GK,28-120,13.0,13.0,"1,149",12.8,23.0,1.8,43.0,24.0,51.2,8.0,1.0,4.0,3,23.1,2,2,0,0,0.0,Matches
Qatar,all_competitions,Mahmoud Abunada,GK,26-129,5.0,5.0,450,5.0,3.0,0.6,10.0,9.0,90.0,1.0,3.0,1.0,2,40.0,1,1,0,0,0.0,Matches
Qatar,all_competitions,Salah Zakaria,GK,27-051,2.0,1.0,111,1.2,3.0,2.43,7.0,4.0,57.1,0.0,0.0,1.0,1,100.0,0,0,0,0,,Matches
Qatar,all_competitions,Saad Al Sheeb,GK,36-115,1.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Qatar,all_competitions,Ali Nader,GK,21-199,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Qatar,all_competitions,Shehab Mamdouh,GK,26-057,1.0,1.0,45,0.5,1.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Mohammed Al-Owais,GK,34-247,3.0,3.0,270,3.0,4.0,1.33,,,,0.0,1.0,2.0,1,33.3,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Nawaf Al Aqidi,GK,26-035,1.0,1.0,90,1.0,4.0,4.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Ahmed Al-Kassar,GK,35-037,1.0,1.0,64,0.7,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Abdulquddus Atiah,GK,29-105,1.0,0.0,26,0.3,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Squad Total,,28.2,5.0,5.0,450,5.0,8.0,1.6,,,,1.0,1.0,3.0,2,40.0,0,0,0,0,,
Saudi Arabia,all_competitions,Opponent Total,,26.6,5.0,5.0,450,5.0,5.0,1.0,,,,3.0,1.0,1.0,2,40.0,0,0,0,0,,
Saudi Arabia,all_competitions,Mohammed Al-Owais,GK,34.0,8.0,8.0,664,7.4,4.0,0.54,4.0,2.0,0.0,5.0,2.0,1.0,4,50.0,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Nawaf Al Aqidi,GK,25.0,6.0,6.0,540,6.0,4.0,0.67,11.0,9.0,81.8,3.0,2.0,1.0,4,66.7,2,2,0,0,0.0,Matches
Saudi Arabia,all_competitions,Ahmed Al-Kassar,GK,34.0,5.0,4.0,416,4.6,5.0,1.08,12.0,7.0,58.3,0.0,2.0,2.0,2,50.0,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Squad Total,,28.4,18.0,18.0,"1,620",18.0,13.0,0.72,27.0,18.0,59.3,8.0,6.0,4.0,10,55.6,2,2,0,0,0.0,
Saudi Arabia,all_competitions,Opponent Total,,28.5,18.0,18.0,"1,620",18.0,22.0,1.22,41.0,35.0,51.2,4.0,6.0,8.0,6,33.3,5,2,3,0,60.0,
Saudi Arabia,all_competitions,Mohammed Al-Owais,GK,34-247,11.0,11.0,934,10.4,8.0,0.77,4.0,2.0,0.0,5.0,3.0,3.0,5,45.5,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Nawaf Al Aqidi,GK,26-035,7.0,7.0,630,7.0,8.0,1.14,11.0,9.0,81.8,3.0,2.0,2.0,4,57.1,2,2,0,0,0.0,Matches
Saudi Arabia,all_competitions,Ahmed Al-Kassar,GK,35-037,6.0,5.0,480,5.3,5.0,0.94,12.0,7.0,58.3,1.0,2.0,2.0,3,60.0,0,0,0,0,,Matches
Saudi Arabia,all_competitions,Abdulquddus Atiah,GK,29-105,1.0,0.0,26,0.3,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
Scotland,all_competitions,Angus Gunn,GK,30-143,1.0,1.0,90,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Scotland,all_competitions,Squad Total,,29.4,1.0,1.0,90,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,
Scotland,all_competitions,Opponent Total,,29.1,1.0,1.0,90,1.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,
Scotland,all_competitions,Angus Gunn,GK,30-143,2.0,2.0,180,2.0,1.0,0.5,,,,1.0,0.0,1.0,1,50.0,0,0,0,0,,Matches
Scotland,all_competitions,Craig Gordon,GK,43-165,1.0,1.0,76,0.8,1.0,1.18,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Scotland,all_competitions,Liam Kelly,GK,30-142,2.0,1.0,59,0.7,1.0,1.53,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Scotland,all_competitions,Scott Bain,GK,34-204,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Scotland,all_competitions,Squad Total,,29.3,4.0,4.0,360,4.0,3.0,0.75,,,,2.0,0.0,2.0,1,25.0,0,0,0,0,,
Scotland,all_competitions,Opponent Total,,26.2,4.0,4.0,360,4.0,8.0,2.0,,,,2.0,0.0,2.0,2,50.0,1,1,0,0,0.0,
Scotland,all_competitions,Angus Gunn,GK,30.0,4.0,4.0,360,4.0,2.0,0.5,11.0,9.0,81.8,3.0,1.0,0.0,2,50.0,0,0,0,0,,Matches
Scotland,all_competitions,Craig Gordon,GK,43.0,2.0,2.0,180,2.0,5.0,2.5,12.0,8.0,66.7,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0,Matches
Scotland,all_competitions,Squad Total,,29.4,6.0,6.0,540,6.0,7.0,1.17,23.0,17.0,73.9,4.0,1.0,1.0,2,33.3,1,1,0,0,0.0,
Scotland,all_competitions,Opponent Total,,27.0,6.0,6.0,540,6.0,13.0,2.17,28.0,15.0,53.6,1.0,1.0,4.0,1,16.7,0,0,0,0,,
Scotland,all_competitions,Angus Gunn,GK,30-143,7.0,7.0,630,7.0,3.0,0.43,13.0,11.0,84.6,5.0,1.0,1.0,4,57.1,0,0,0,0,,Matches
Scotland,all_competitions,Craig Gordon,GK,43-165,3.0,3.0,256,2.8,6.0,2.11,12.0,8.0,66.7,2.0,0.0,1.0,0,0.0,1,1,0,0,0.0,Matches
Scotland,all_competitions,Liam Kelly,GK,30-142,2.0,1.0,59,0.7,1.0,1.53,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Scotland,all_competitions,Scott Bain,GK,34-204,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Senegal,all_competitions,Édouard Mendy,GK,33.0,9.0,9.0,810,9.0,3.0,0.33,,,,6.0,3.0,0.0,7,77.8,0,0,0,0,,Matches
Senegal,all_competitions,Mory Diaw,GK,32.0,1.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Senegal,all_competitions,Squad Total,,29.1,10.0,10.0,900,10.0,3.0,0.3,,,,7.0,3.0,0.0,8,80.0,0,0,0,0,,
Senegal,all_competitions,Opponent Total,,28.4,10.0,10.0,900,10.0,22.0,2.2,,,,0.0,3.0,7.0,2,20.0,2,2,0,0,0.0,
Senegal,all_competitions,Mory Diaw,GK,32-357,2.0,2.0,180,2.0,3.0,1.5,,,,1.0,0.0,1.0,1,50.0,0,0,0,0,,Matches
Senegal,all_competitions,Yehvann Diouf,GK,26-210,1.0,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Senegal,all_competitions,Édouard Mendy,GK,34-105,1.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Senegal,all_competitions,Squad Total,,26.5,4.0,4.0,360,4.0,4.0,1.0,,,,2.0,1.0,1.0,2,50.0,0,0,0,0,,
Senegal,all_competitions,Opponent Total,,27.4,4.0,4.0,360,4.0,7.0,1.75,,,,1.0,1.0,2.0,1,25.0,0,0,0,0,,
Senegal,all_competitions,Édouard Mendy,GK,34-105,10.0,10.0,900,10.0,3.0,0.3,,,,6.0,4.0,0.0,8,80.0,0,0,0,0,,Matches
Senegal,all_competitions,Mory Diaw,GK,32-357,3.0,3.0,270,3.0,3.0,1.0,,,,2.0,0.0,1.0,2,66.7,0,0,0,0,,Matches
Senegal,all_competitions,Yehvann Diouf,GK,26-210,1.0,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
South Africa,all_competitions,Ronwen Williams,GK,34-144,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
South Africa,all_competitions,Squad Total,,28.2,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,
South Africa,all_competitions,Opponent Total,,28.1,1.0,1.0,90,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,
South Africa,all_competitions,Ronwen Williams,GK,34.0,10.0,10.0,900,10.0,6.0,0.6,,,,5.0,3.0,2.0,4,40.0,0,0,0,0,,Matches
South Africa,all_competitions,Squad Total,,28.9,10.0,10.0,900,10.0,6.0,0.6,,,,5.0,3.0,1.0,4,40.0,0,0,0,0,,
South Africa,all_competitions,Opponent Total,,28.5,10.0,10.0,900,10.0,15.0,1.5,,,,1.0,3.0,5.0,2,20.0,0,0,0,0,,
South Africa,all_competitions,Ronwen Williams,GK,34-144,2.0,2.0,135,1.5,1.0,0.67,,,,0.0,1.0,1.0,0,0.0,0,0,0,0,,Matches
South Africa,all_competitions,Ricardo Goss,GK,32-073,1.0,1.0,45,0.5,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
South Africa,all_competitions,Sipho Chaine,GK,29-182,1.0,0.0,45,0.5,0.0,0.0,,,,,,,1,,0,0,0,0,,Matches
South Africa,all_competitions,Renaldo Leaner,GK,28-122,1.0,0.0,45,0.5,2.0,4.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
South Africa,all_competitions,Squad Total,,26.8,3.0,3.0,270,3.0,3.0,1.0,,,,0.0,2.0,1.0,1,33.3,0,0,0,0,,
South Africa,all_competitions,Opponent Total,,28.2,3.0,3.0,270,3.0,2.0,0.67,,,,1.0,2.0,0.0,1,33.3,1,0,0,1,,
South Africa,all_competitions,Ronwen Williams,GK,34-144,13.0,13.0,"1,125",12.5,9.0,0.72,4.0,2.0,50.0,5.0,4.0,4.0,4,30.8,0,0,0,0,,Matches
South Africa,all_competitions,Ricardo Goss,GK,32-073,1.0,1.0,45,0.5,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
South Africa,all_competitions,Sipho Chaine,GK,29-182,1.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,,Matches
South Africa,all_competitions,Renaldo Leaner,GK,28-122,1.0,0.0,45,0.5,2.0,4.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Spain,all_competitions,Unai Simón,GK,29-003,2.0,2.0,135,1.5,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,,Matches
Spain,all_competitions,David Raya,GK,30-272,2.0,1.0,106,1.2,1.0,0.85,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Spain,all_competitions,Joan García,GK,25-041,2.0,1.0,101,1.1,1.0,0.89,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Spain,all_competitions,Leo Román,GK,25-343,1.0,0.0,18,0.2,0.0,0.0,,,,,,,0,,0,0,0,0,,Matches
Spain,all_competitions,Squad Total,,26.3,4.0,4.0,360,4.0,2.0,0.5,,,,2.0,2.0,0.0,2,50.0,0,0,0,0,,
Spain,all_competitions,Opponent Total,,28.2,4.0,4.0,360,4.0,7.0,1.75,,,,0.0,2.0,2.0,1,25.0,0,0,0,0,,
Spain,all_competitions,Unai Simón,GK,28.0,6.0,6.0,540,6.0,2.0,0.33,12.0,10.0,83.3,5.0,1.0,0.0,5,83.3,0,0,0,0,,Matches
Spain,all_competitions,Squad Total,,26.8,6.0,6.0,540,6.0,2.0,0.33,12.0,10.0,83.3,5.0,1.0,0.0,5,83.3,0,0,0,0,,
Spain,all_competitions,Opponent Total,,27.2,6.0,6.0,540,6.0,21.0,3.5,52.0,34.0,63.5,0.0,1.0,5.0,0,0.0,3,2,1,0,33.3,
Spain,all_competitions,Unai Simón,GK,29-003,8.0,8.0,675,7.5,2.0,0.27,12.0,10.0,83.3,7.0,1.0,0.0,6,75.0,0,0,0,0,,Matches
Spain,all_competitions,David Raya,GK,30-272,2.0,1.0,106,1.2,1.0,0.85,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Spain,all_competitions,Joan García,GK,25-041,2.0,1.0,101,1.1,1.0,0.89,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,,Matches
Spain,all_competitions,Leo Román,GK,25-343,1.0,0.0,18,0.2,0.0,0.0,,,,,,,0,,0,0,0,0,,Matches
Sweden,all_competitions,Kristoffer Nordfeldt,GK,36-356,1.0,1.0,90,1.0,2.0,2.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Jacob Widell Zetterström,GK,27-338,1.0,1.0,90,1.0,3.0,3.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Squad Total,,27.1,2.0,2.0,180,2.0,5.0,2.5,,,,0.0,1.0,1.0,0,0.0,0,0,0,0,,
Sweden,all_competitions,Opponent Total,,26.9,2.0,2.0,180,2.0,3.0,1.5,,,,1.0,1.0,0.0,0,0.0,0,0,0,0,,
Sweden,all_competitions,Viktor Johansson,GK,27.0,3.0,3.0,270,3.0,7.0,2.33,14.0,9.0,64.3,0.0,0.0,3.0,0,0.0,2,2,0,0,0.0,Matches
Sweden,all_competitions,Kristoffer Nordfeldt,GK,36.0,2.0,2.0,180,2.0,3.0,1.5,11.0,8.0,72.7,2.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Robin Olsen,GK,36.0,2.0,2.0,180,2.0,4.0,2.0,9.0,5.0,55.6,0.0,1.0,1.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Jacob Widell Zetterström,GK,27.0,1.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Squad Total,,27.0,8.0,8.0,720,8.0,15.0,1.87,37.0,24.0,64.9,2.0,2.0,4.0,0,0.0,2,2,0,0,0.0,
Sweden,all_competitions,Opponent Total,,27.9,8.0,8.0,720,8.0,10.0,1.25,24.0,15.0,62.5,4.0,2.0,2.0,3,37.5,1,1,0,0,0.0,
Sweden,all_competitions,Kristoffer Nordfeldt,GK,36-356,3.0,3.0,270,3.0,5.0,1.67,11.0,8.0,72.7,2.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Viktor Johansson,GK,27-273,3.0,3.0,270,3.0,7.0,2.33,14.0,9.0,64.3,0.0,0.0,3.0,0,0.0,2,2,0,0,0.0,Matches
Sweden,all_competitions,Robin Olsen,GK,36-157,2.0,2.0,180,2.0,4.0,2.0,9.0,5.0,55.6,0.0,1.0,1.0,0,0.0,0,0,0,0,,Matches
Sweden,all_competitions,Jacob Widell Zetterström,GK,27-338,2.0,2.0,180,2.0,4.0,2.0,3.0,2.0,66.7,0.0,1.0,1.0,0,0.0,0,0,0,0,,Matches
Switzerland,all_competitions,Gregor Kobel,GK,28-190,1.0,1.0,90,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,Matches
Switzerland,all_competitions,Squad Total,,29.9,1.0,1.0,90,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0,0.0,0,0,0,0,,
Switzerland,all_competitions,Opponent Total,,29.7,1.0,1.0,90,1.0,1.0,1.0,5.0,5.0,100.0,0.0,1.0,0.0,0,0.0,1,1,0,0,0.0,
Switzerland,all_competitions,Gregor Kobel,GK,28-190,2.0,2.0,180,2.0,5.0,2.5,,,,0.0,1.0,1.0,0,0.0,0,0,0,0,,Matches
Switzerland,all_competitions,Yvon Mvogo,GK,32-008,2.0,2.0,135,1.5,0.0,0.0,,,,1.0,1.0,0.0,1,50.0,0,0,0,0,,Matches
Switzerland,all_competitions,Marvin Keller,GK,23-346,1.0,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Switzerland,all_competitions,Squad Total,,28.6,4.0,4.0,360,4.0,6.0,1.5,,,,1.0,2.0,1.0,1,25.0,0,0,0,0,,
Switzerland,all_competitions,Opponent Total,,27.7,4.0,4.0,360,4.0,8.0,2.0,,,,1.0,2.0,1.0,1,25.0,2,2,0,0,0.0,
Switzerland,all_competitions,Gregor Kobel,GK,28.0,6.0,6.0,540,6.0,2.0,0.33,10.0,7.0,80.0,4.0,2.0,0.0,4,66.7,0,0,0,0,,Matches
Switzerland,all_competitions,Squad Total,,29.4,6.0,6.0,540,6.0,2.0,0.33,10.0,7.0,80.0,4.0,2.0,0.0,4,66.7,0,0,0,0,,
Switzerland,all_competitions,Opponent Total,,27.3,6.0,6.0,540,6.0,14.0,2.33,28.0,16.0,57.1,0.0,2.0,4.0,1,16.7,2,2,0,0,0.0,
Switzerland,all_competitions,Gregor Kobel,GK,28-190,9.0,9.0,810,9.0,8.0,0.89,14.0,10.0,78.6,4.0,4.0,1.0,4,44.4,0,0,0,0,,Matches
Switzerland,all_competitions,Yvon Mvogo,GK,32-008,2.0,2.0,135,1.5,0.0,0.0,,,,1.0,1.0,0.0,1,50.0,0,0,0,0,,Matches
Switzerland,all_competitions,Marvin Keller,GK,23-346,1.0,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,,Matches
Tunisia,all_competitions,Aymen Dahmen,GK,29.0,6.0,6.0,540,6.0,0.0,0.0,,,,6.0,0.0,0.0,6,100.0,1,0,1,0,100.0,Matches
Tunisia,all_competitions,Bechir Ben Said,GK,33.0,4.0,4.0,360,4.0,0.0,0.0,,,,3.0,1.0,0.0,4,100.0,0,0,0,0,,Matches
Tunisia,all_competitions,Squad Total,,29.4,10.0,10.0,900,10.0,0.0,0.0,,,,9.0,1.0,0.0,10,100.0,1,0,1,0,100.0,
Tunisia,all_competitions,Opponent Total,,27.8,10.0,10.0,900,10.0,22.0,2.2,,,,0.0,1.0,9.0,1,10.0,5,5,0,0,0.0,
Tunisia,all_competitions,Mouhib Chamakh,GK,24-293,3.0,3.0,270,3.0,6.0,2.0,,,,0.0,1.0,2.0,1,33.3,0,0,0,0,,Matches
Tunisia,all_competitions,Sabri Ben Hassen,GK,30-001,1.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Tunisia,all_competitions,Squad Total,,26.4,4.0,4.0,360,4.0,6.0,1.5,,,,1.0,1.0,2.0,2,50.0,0,0,0,0,,
Tunisia,all_competitions,Opponent Total,,28.5,4.0,4.0,360,4.0,1.0,0.25,,,,2.0,1.0,1.0,3,75.0,0,0,0,0,,
Tunisia,all_competitions,Aymen Dahmen,GK,29-137,6.0,6.0,540,6.0,0.0,0.0,,,,6.0,0.0,0.0,6,100.0,1,0,1,0,100.0,Matches
Tunisia,all_competitions,Bechir Ben Said,GK,33-197,4.0,4.0,360,4.0,0.0,0.0,,,,3.0,1.0,0.0,4,100.0,0,0,0,0,,Matches
Tunisia,all_competitions,Mouhib Chamakh,GK,24-293,3.0,3.0,270,3.0,6.0,2.0,,,,0.0,1.0,2.0,1,33.3,0,0,0,0,,Matches
Tunisia,all_competitions,Sabri Ben Hassen,GK,30-001,1.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,,Matches
Türkiye,all_competitions,Uğurcan Çakır,GK,30-070,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,Matches
Türkiye,all_competitions,Squad Total,,27.6,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,
Türkiye,all_competitions,Opponent Total,,25.1,1.0,1.0,90,1.0,0.0,0.0,8.0,8.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,
Türkiye,all_competitions,Uğurcan Çakır,GK,30-070,1.0,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,,Matches
