Country,Player,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
Haiti,Duke Lacroix,"DF,FW",32.6652977412731,0.0,0,,,,,,,,,,,,,,,
Haiti,Garven Metusala,DF,26.451745379876797,0.0,0,,,,,,,,,,,,,,,
Haiti,Duckens Nazon,"FW,MF",32.186173853524984,0.0,0,,,,,,,,,,,,,,,
Haiti,Wilguens Paugain,DF,24.804928131416837,0.0,0,,,,,,,,,,,,,,,
Haiti,Alexandre Pierre,GK,25.298425735797398,0.0,0,,,,,,,,,,,,,,,
Haiti,Woodensky Pierre,MF,21.45448323066393,0.0,0,,,,,,,,,,,,,,,
Haiti,Dominique Simon,MF,25.876112251882272,0.0,0,,,,,,,,,,,,,,,
Haiti,Keeto Thermoncy,DF,20.210814510609172,0.0,0,,,,,,,,,,,,,,,
Korea Republic,Lee Gi-hyuk,DF,25.93634496919918,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Han-beom,DF,23.99110198494182,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Kang-in,FW,25.314852840520192,1.0,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Korea Republic,Kim Min-jae,DF,29.577686516084874,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Kim Seung-gyu,GK,35.70362765229295,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Seol Young-woo,MF,27.522929500342233,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Hwang In-beom,MF,29.73100616016427,1.0,1,83.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.08,1.08,2.17,1.08,2.17
Korea Republic,Paik Seung-ho,MF,29.243668720054757,1.0,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Son Heung-min,FW,33.93360711841205,1.0,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Tae-seok,MF,23.878850102669404,1.0,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Lee Jae-sung,FW,33.84325804243669,1.0,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Hwang Hee-chan,"FW,MF",30.380561259411362,1.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Oh Hyeon-gyu,FW,25.17248459958932,1.0,0,22.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.09,0.0,4.09,4.09,4.09
Korea Republic,Eom Ji-sung,MF,24.098562628336754,1.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Kim Jin-gyu,MF,29.301163586584533,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Park Jinseob,"DF,MF",30.640657084188913,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea Republic,Song Bum-keun,GK,28.66255989048597,0.0,0,,,,,,,,,,,,,,,
