Country,Player,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%
IR Iran,Alireza Beiranvand,GK,33.0,13.0,"1,170",13.0,10.0,0.77,25.0,18.0,64.0,8.0,4.0,1.0,7,53.8,1,1,0,0,0.0
IR Iran,Hossein Hosseini,GK,33.0,2.0,180,2.0,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,2,100.0,0,0,0,0,
IR Iran,Payam Niazmand,GK,30.0,1.0,90,1.0,2.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
IR Iran,Alireza Beiranvand,GK,33.7283,14.0,"1,260",14.0,11.0,0.79,25.0,18.0,64.0,9.0,4.0,1.0,7,50.0,1,1,0,0,0.0
IR Iran,Hossein Hosseini,GK,33.9555,2.0,180,2.0,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,2,100.0,0,0,0,0,
IR Iran,Payam Niazmand,GK,31.1889,1.0,90,1.0,2.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Japan,Zion Suzuki,GK,23.8131,3.0,261,2.9,0.0,0.0,,,,3.0,0.0,0.0,3,100.0,0,0,0,0,
Japan,Tomoki Hayakawa,GK,27.282,0.0,9,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Japan,Zion Suzuki,GK,23.0,10.0,900,10.0,2.0,0.2,11.0,9.0,81.8,8.0,2.0,0.0,8,80.0,0,0,0,0,
Japan,Keisuke Ōsako,GK,26.0,3.0,245,2.7,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3,100.0,0,0,0,0,
Japan,Kosei Tani,GK,25.0,1.0,105,1.2,1.0,0.86,3.0,2.0,66.7,0.0,0.0,1.0,1,100.0,0,0,0,0,
Japan,Daiya Maekawa,GK,31.0,1.0,100,1.1,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,
Japan,Zion Suzuki,GK,23.8131,13.0,"1,161",12.9,2.0,0.16,11.0,9.0,81.8,11.0,2.0,0.0,11,84.6,0,0,0,0,
Japan,Keisuke Ōsako,GK,26.8789,3.0,245,2.7,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3,100.0,0,0,0,0,
Japan,Kosei Tani,GK,25.5585,1.0,105,1.2,1.0,0.86,3.0,2.0,66.7,0.0,0.0,1.0,1,100.0,0,0,0,0,
Japan,Daiya Maekawa,GK,31.7639,1.0,100,1.1,0.0,0.0,,,,1.0,0.0,0.0,2,200.0,0,0,0,0,
Japan,Tomoki Hayakawa,GK,27.282,0.0,9,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Jordan,Yazeed Abulaila,GK,33.4298,2.0,135,1.5,5.0,3.33,,,,0.0,0.0,2.0,0,0.0,2,2,0,0,0.0
Jordan,Nour Bani Attiah,GK,33.3833,0.0,33,0.4,1.0,2.73,,,,0.0,0.0,0.0,0,,0,0,0,0,
Jordan,Yazeed Abulaila,GK,33.0,16.0,"1,406",15.6,11.0,0.7,27.0,21.0,63.0,8.0,5.0,3.0,6,37.5,1,1,0,0,0.0
Jordan,Abdallah Al-Fakhouri,GK,26.0,0.0,34,0.4,1.0,2.65,4.0,3.0,75.0,0.0,0.0,0.0,0,,0,0,0,0,
Jordan,Yazeed Abulaila,GK,33.4298,18.0,"1,541",17.1,16.0,0.93,27.0,21.0,63.0,8.0,5.0,5.0,6,33.3,3,3,0,0,0.0
Jordan,Abdallah Al-Fakhouri,GK,26.3915,0.0,34,0.4,1.0,2.65,4.0,3.0,75.0,0.0,0.0,0.0,0,,0,0,0,0,
Jordan,Nour Bani Attiah,GK,33.3833,0.0,33,0.4,1.0,2.73,,,,0.0,0.0,0.0,0,,0,0,0,0,
Korea Republic,Kim Seung-gyu,GK,35.7036,1.0,90,1.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0,0.0,0,0,0,0,
Korea Republic,Kim Seung-gyu,GK,35.7036,2.0,180,2.0,1.0,0.5,,,,1.0,0.0,1.0,2,100.0,0,0,0,0,
Korea Republic,Jo Hyeon-woo,GK,34.7173,2.0,135,1.5,4.0,2.67,,,,1.0,0.0,1.0,1,50.0,0,0,0,0,
Korea Republic,Song Bum-keun,GK,28.6626,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Korea Republic,Jo Hyeon-woo,GK,34.0,13.0,"1,170",13.0,8.0,0.62,18.0,11.0,55.6,8.0,5.0,0.0,6,46.2,0,0,0,0,
Korea Republic,Kim Seung-gyu,GK,35.0,2.0,180,2.0,0.0,0.0,,,,2.0,0.0,0.0,2,100.0,0,0,0,0,
Korea Republic,Lee Chang-keun,GK,32.0,1.0,90,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Korea Republic,Jo Hyeon-woo,GK,34.7173,15.0,"1,305",14.5,12.0,0.83,18.0,11.0,55.6,9.0,5.0,1.0,7,46.7,0,0,0,0,
Korea Republic,Kim Seung-gyu,GK,35.7036,5.0,450,5.0,2.0,0.4,4.0,3.0,75.0,4.0,0.0,1.0,4,80.0,0,0,0,0,
Korea Republic,Lee Chang-keun,GK,32.7885,1.0,90,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Korea Republic,Song Bum-keun,GK,28.6626,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Mexico,Raúl Rangel,GK,26.2984,1.0,90,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,
Mexico,Raúl Rangel,GK,26.2984,5.0,360,4.0,2.0,0.5,,,,3.0,2.0,0.0,3,60.0,0,0,0,0,
Mexico,Carlos Acevedo,GK,30.1533,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Mexico,Guillermo Ochoa,GK,40.9199,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Mexico,Raúl Rangel,GK,26.2984,6.0,450,5.0,2.0,0.4,2.0,2.0,100.0,4.0,2.0,0.0,4,66.7,0,0,0,0,
Mexico,Carlos Acevedo,GK,30.1533,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Mexico,Guillermo Ochoa,GK,40.9199,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Morocco,Yassine Bounou,GK,35.1916,1.0,90,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0,0.0,0,0,0,0,
Morocco,Yassine Bounou,GK,34.0,8.0,720,8.0,2.0,0.25,,,,8.0,0.0,0.0,6,75.0,0,0,0,0,
Morocco,Yassine Bounou,GK,35.1916,3.0,270,3.0,3.0,1.0,,,,1.0,2.0,0.0,0,0.0,0,0,0,0,
Morocco,Munir,GK,37.0958,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Morocco,Yassine Bounou,GK,35.1916,12.0,"1,080",12.0,6.0,0.5,5.0,4.0,80.0,9.0,3.0,0.0,6,50.0,0,0,0,0,
Morocco,Munir,GK,37.0958,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Netherlands,Bart Verbruggen,GK,23.8214,3.0,201,2.2,1.0,0.45,,,,2.0,0.0,1.0,0,0.0,0,0,0,0,
Netherlands,Mark Flekken,GK,33.0027,1.0,114,1.3,2.0,1.58,,,,0.0,1.0,0.0,0,0.0,1,1,0,0,0.0
Netherlands,Robin Roefs,GK,23.4052,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Netherlands,Bart Verbruggen,GK,23.0,6.0,540,6.0,4.0,0.67,14.0,10.0,71.4,4.0,2.0,0.0,3,50.0,0,0,0,0,
Netherlands,Mark Flekken,GK,32.0,2.0,180,2.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2,100.0,0,0,0,0,
Netherlands,Bart Verbruggen,GK,23.8214,9.0,741,8.2,5.0,0.61,14.0,10.0,71.4,6.0,2.0,1.0,3,33.3,0,0,0,0,
Netherlands,Mark Flekken,GK,33.0027,3.0,294,3.3,2.0,0.61,4.0,4.0,100.0,2.0,1.0,0.0,2,66.7,1,1,0,0,0.0
Netherlands,Robin Roefs,GK,23.4052,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
New Zealand,Max Crocombe,GK,32.8378,1.0,116,1.3,4.0,3.1,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
New Zealand,Alex Paulsen,GK,23.9446,1.0,46,0.5,1.0,1.96,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
New Zealand,Max Crocombe,GK,32.0,4.0,360,4.0,0.0,0.0,,,,4.0,0.0,0.0,4,100.0,0,0,0,0,
New Zealand,Alex Paulsen,GK,23.0,1.0,90,1.0,,,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
New Zealand,Max Crocombe,GK,32.8378,5.0,476,5.3,4.0,0.76,,,,4.0,0.0,1.0,4,80.0,0,0,0,0,
New Zealand,Alex Paulsen,GK,23.9446,2.0,136,1.5,1.0,1.96,,,,1.0,0.0,1.0,1,50.0,0,0,0,0,
Norway,Ørjan Nyland,GK,35.7584,4.0,296,3.3,4.0,1.22,,,,1.0,2.0,1.0,1,25.0,0,0,0,0,
Norway,Egil Selvik,GK,28.8734,0.0,64,0.7,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Norway,Ørjan Nyland,GK,35.0,8.0,720,8.0,5.0,0.62,22.0,17.0,77.3,8.0,0.0,0.0,4,50.0,0,0,0,0,
Norway,Ørjan Nyland,GK,35.7584,12.0,"1,016",11.3,9.0,0.8,22.0,17.0,77.3,9.0,2.0,1.0,5,41.7,0,0,0,0,
Norway,Egil Selvik,GK,28.8734,0.0,64,0.7,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Panama,Orlando Mosquera,GK,31.4682,3.0,319,3.5,9.0,2.54,,,,1.0,1.0,1.0,0,0.0,1,1,0,0,0.0
Panama,César Samudio,GK,32.3039,1.0,65,0.7,1.0,1.38,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Panama,Luis Mejía,GK,35.2464,1.0,41,0.5,0.0,0.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,
Panama,John David Gunn,GK,26.3943,0.0,25,0.3,1.0,3.6,,,,0.0,0.0,0.0,0,,0,0,0,0,
Panama,Orlando Mosquera,GK,31.0,6.0,540,6.0,4.0,0.67,,,,3.0,3.0,0.0,3,50.0,0,0,0,0,
Panama,Luis Mejía,GK,34.0,4.0,360,4.0,1.0,0.25,,,,4.0,0.0,0.0,3,75.0,0,0,0,0,
Panama,Orlando Mosquera,GK,31.4682,9.0,859,9.5,13.0,1.36,,,,4.0,4.0,1.0,3,33.3,1,1,0,0,0.0
Panama,Luis Mejía,GK,35.2464,5.0,401,4.5,1.0,0.22,,,,4.0,1.0,0.0,3,60.0,0,0,0,0,
Panama,César Samudio,GK,32.3039,1.0,65,0.7,1.0,1.38,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Panama,John David Gunn,GK,26.3943,0.0,25,0.3,1.0,3.6,,,,0.0,0.0,0.0,0,,0,0,0,0,
Paraguay,Orlando Gill,GK,26.0082,1.0,90,1.0,4.0,4.0,7.0,3.0,42.9,0.0,0.0,1.0,0,0.0,0,0,0,0,
Paraguay,Orlando Gill,GK,26.0082,1.0,135,1.5,2.0,1.33,,,,0.0,0.0,1.0,1,100.0,0,0,0,0,
Paraguay,Gastón Olveira,GK,33.1478,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Paraguay,Gatito Fernández,GK,38.2108,1.0,45,0.5,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Paraguay,Gatito Fernández,GK,37.0,11.0,990,11.0,7.0,0.64,30.0,24.0,80.0,5.0,5.0,1.0,6,54.5,1,1,0,0,0.0
Paraguay,Carlos Coronel,GK,29.0,6.0,540,6.0,3.0,0.5,14.0,13.0,92.9,1.0,2.0,3.0,3,50.0,2,2,0,0,0.0
Paraguay,Orlando Gill,GK,25.0,1.0,90,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,
Paraguay,Gatito Fernández,GK,38.2108,12.0,"1,035",11.5,7.0,0.61,30.0,24.0,80.0,6.0,5.0,1.0,7,58.3,1,1,0,0,0.0
Paraguay,Carlos Coronel,GK,29.4572,6.0,540,6.0,3.0,0.5,14.0,13.0,92.9,1.0,2.0,3.0,3,50.0,2,2,0,0,0.0
Paraguay,Orlando Gill,GK,26.0082,3.0,315,3.5,6.0,1.71,10.0,6.0,60.0,1.0,0.0,2.0,2,66.7,0,0,0,0,
Paraguay,Gastón Olveira,GK,33.1478,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Portugal,José Sá,GK,33.4052,2.0,129,1.4,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,
Portugal,Rui Silva,GK,32.3477,1.0,135,1.5,1.0,0.67,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Portugal,Diogo Costa,GK,26.7337,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Portugal,Ricardo Velho,GK,27.8159,0.0,6,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Portugal,Diogo Costa,GK,26.0,6.0,540,6.0,7.0,1.17,16.0,9.0,56.3,4.0,1.0,1.0,2,33.3,0,0,0,0,
Portugal,Diogo Costa,GK,26.7337,7.0,630,7.0,8.0,1.14,16.0,9.0,56.3,5.0,1.0,1.0,2,28.6,0,0,0,0,
Portugal,Rui Silva,GK,32.3477,1.0,135,1.5,1.0,0.67,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Portugal,José Sá,GK,33.4052,2.0,129,1.4,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,
Portugal,Ricardo Velho,GK,27.8159,0.0,6,0.1,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Qatar,Mahmoud Abunada,GK,26.3532,1.0,90,1.0,1.0,1.0,5.0,5.0,100.0,0.0,1.0,0.0,0,0.0,1,1,0,0,0.0
Qatar,Mahmoud Abunada,GK,26.3532,2.0,180,2.0,1.0,0.5,,,,0.0,1.0,1.0,1,50.0,0,0,0,0,
Qatar,Meshaal Barsham,GK,27.0,13.0,"1,149",12.8,23.0,1.8,43.0,24.0,51.2,8.0,1.0,4.0,3,23.1,2,2,0,0,0.0
Qatar,Mahmoud Abunada,GK,25.0,2.0,180,2.0,1.0,0.5,5.0,4.0,80.0,1.0,1.0,0.0,1,50.0,0,0,0,0,
Qatar,Salah Zakaria,GK,26.0,1.0,111,1.2,3.0,2.43,7.0,4.0,57.1,0.0,0.0,1.0,1,100.0,0,0,0,0,
Qatar,Saad Al Sheeb,GK,35.0,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Qatar,Shehab Mamdouh,GK,25.0,1.0,45,0.5,1.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Qatar,Ali Nader,GK,21.0,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Qatar,Meshaal Barsham,GK,28.3285,13.0,"1,149",12.8,23.0,1.8,43.0,24.0,51.2,8.0,1.0,4.0,3,23.1,2,2,0,0,0.0
Qatar,Mahmoud Abunada,GK,26.3532,5.0,450,5.0,3.0,0.6,10.0,9.0,90.0,1.0,3.0,1.0,2,40.0,1,1,0,0,0.0
Qatar,Salah Zakaria,GK,27.1396,1.0,111,1.2,3.0,2.43,7.0,4.0,57.1,0.0,0.0,1.0,1,100.0,0,0,0,0,
Qatar,Saad Al Sheeb,GK,36.3149,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Qatar,Ali Nader,GK,21.5448,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Qatar,Shehab Mamdouh,GK,26.1561,1.0,45,0.5,1.0,2.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Saudi Arabia,Mohammed Al-Owais,GK,34.6762,3.0,270,3.0,4.0,1.33,,,,0.0,1.0,2.0,1,33.3,0,0,0,0,
Saudi Arabia,Nawaf Al Aqidi,GK,26.0958,1.0,90,1.0,4.0,4.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
Saudi Arabia,Ahmed Al-Kassar,GK,35.1013,1.0,64,0.7,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Saudi Arabia,Abdulquddus Atiah,GK,29.2875,0.0,26,0.3,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Saudi Arabia,Mohammed Al-Owais,GK,34.0,8.0,664,7.4,4.0,0.54,4.0,2.0,0.0,5.0,2.0,1.0,4,50.0,0,0,0,0,
Saudi Arabia,Nawaf Al Aqidi,GK,25.0,6.0,540,6.0,4.0,0.67,11.0,9.0,81.8,3.0,2.0,1.0,4,66.7,2,2,0,0,0.0
Saudi Arabia,Ahmed Al-Kassar,GK,34.0,4.0,416,4.6,5.0,1.08,12.0,7.0,58.3,0.0,2.0,2.0,2,50.0,0,0,0,0,
Saudi Arabia,Mohammed Al-Owais,GK,34.6762,11.0,934,10.4,8.0,0.77,4.0,2.0,0.0,5.0,3.0,3.0,5,45.5,0,0,0,0,
Saudi Arabia,Nawaf Al Aqidi,GK,26.0958,7.0,630,7.0,8.0,1.14,11.0,9.0,81.8,3.0,2.0,2.0,4,57.1,2,2,0,0,0.0
Saudi Arabia,Ahmed Al-Kassar,GK,35.1013,5.0,480,5.3,5.0,0.94,12.0,7.0,58.3,1.0,2.0,2.0,3,60.0,0,0,0,0,
Saudi Arabia,Abdulquddus Atiah,GK,29.2875,0.0,26,0.3,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
Scotland,Angus Gunn,GK,30.3915,1.0,90,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,
Scotland,Angus Gunn,GK,30.3915,2.0,180,2.0,1.0,0.5,,,,1.0,0.0,1.0,1,50.0,0,0,0,0,
Scotland,Craig Gordon,GK,43.4517,1.0,76,0.8,1.0,1.18,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Scotland,Liam Kelly,GK,30.3888,1.0,59,0.7,1.0,1.53,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
Scotland,Scott Bain,GK,34.5585,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Scotland,Angus Gunn,GK,30.0,4.0,360,4.0,2.0,0.5,11.0,9.0,81.8,3.0,1.0,0.0,2,50.0,0,0,0,0,
Scotland,Craig Gordon,GK,43.0,2.0,180,2.0,5.0,2.5,12.0,8.0,66.7,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0
Scotland,Angus Gunn,GK,30.3915,7.0,630,7.0,3.0,0.43,13.0,11.0,84.6,5.0,1.0,1.0,4,57.1,0,0,0,0,
Scotland,Craig Gordon,GK,43.4517,3.0,256,2.8,6.0,2.11,12.0,8.0,66.7,2.0,0.0,1.0,0,0.0,1,1,0,0,0.0
Scotland,Liam Kelly,GK,30.3888,1.0,59,0.7,1.0,1.53,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
Scotland,Scott Bain,GK,34.5585,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Senegal,Édouard Mendy,GK,33.0,9.0,810,9.0,3.0,0.33,,,,6.0,3.0,0.0,7,77.8,0,0,0,0,
Senegal,Mory Diaw,GK,32.0,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Senegal,Mory Diaw,GK,32.9774,2.0,180,2.0,3.0,1.5,,,,1.0,0.0,1.0,1,50.0,0,0,0,0,
Senegal,Yehvann Diouf,GK,26.5749,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
Senegal,Édouard Mendy,GK,34.2875,1.0,90,1.0,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Senegal,Édouard Mendy,GK,34.2875,10.0,900,10.0,3.0,0.3,,,,6.0,4.0,0.0,8,80.0,0,0,0,0,
Senegal,Mory Diaw,GK,32.9774,3.0,270,3.0,3.0,1.0,,,,2.0,0.0,1.0,2,66.7,0,0,0,0,
Senegal,Yehvann Diouf,GK,26.5749,1.0,90,1.0,1.0,1.0,,,,1.0,0.0,0.0,0,0.0,0,0,0,0,
South Africa,Ronwen Williams,GK,34.3943,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,
South Africa,Ronwen Williams,GK,34.0,10.0,900,10.0,6.0,0.6,,,,5.0,3.0,2.0,4,40.0,0,0,0,0,
South Africa,Ronwen Williams,GK,34.3943,2.0,135,1.5,1.0,0.67,,,,0.0,1.0,1.0,0,0.0,0,0,0,0,
South Africa,Ricardo Goss,GK,32.1999,1.0,45,0.5,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
South Africa,Sipho Chaine,GK,29.4983,0.0,45,0.5,0.0,0.0,,,,,,,1,,0,0,0,0,
South Africa,Renaldo Leaner,GK,28.334,0.0,45,0.5,2.0,4.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
South Africa,Ronwen Williams,GK,34.3943,13.0,"1,125",12.5,9.0,0.72,4.0,2.0,50.0,5.0,4.0,4.0,4,30.8,0,0,0,0,
South Africa,Ricardo Goss,GK,32.1999,1.0,45,0.5,0.0,0.0,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
South Africa,Sipho Chaine,GK,29.4983,0.0,45,0.5,0.0,0.0,,,,0.0,0.0,0.0,1,,0,0,0,0,
South Africa,Renaldo Leaner,GK,28.334,0.0,45,0.5,2.0,4.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Spain,Unai Simón,GK,29.0082,2.0,135,1.5,0.0,0.0,,,,2.0,0.0,0.0,1,50.0,0,0,0,0,
Spain,David Raya,GK,30.7447,1.0,106,1.2,1.0,0.85,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Spain,Joan García,GK,25.1123,1.0,101,1.1,1.0,0.89,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Spain,Leo Román,GK,25.9391,0.0,18,0.2,0.0,0.0,,,,,,,0,,0,0,0,0,
Spain,Unai Simón,GK,28.0,6.0,540,6.0,2.0,0.33,12.0,10.0,83.3,5.0,1.0,0.0,5,83.3,0,0,0,0,
Spain,Unai Simón,GK,29.0082,8.0,675,7.5,2.0,0.27,12.0,10.0,83.3,7.0,1.0,0.0,6,75.0,0,0,0,0,
Spain,David Raya,GK,30.7447,1.0,106,1.2,1.0,0.85,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Spain,Joan García,GK,25.1123,1.0,101,1.1,1.0,0.89,,,,0.0,1.0,0.0,1,100.0,0,0,0,0,
Spain,Leo Román,GK,25.9391,0.0,18,0.2,0.0,0.0,,,,,,,0,,0,0,0,0,
Sweden,Kristoffer Nordfeldt,GK,36.9747,1.0,90,1.0,2.0,2.0,,,,0.0,1.0,0.0,0,0.0,0,0,0,0,
Sweden,Jacob Widell Zetterström,GK,27.9254,1.0,90,1.0,3.0,3.0,,,,0.0,0.0,1.0,0,0.0,0,0,0,0,
Sweden,Viktor Johansson,GK,27.0,3.0,270,3.0,7.0,2.33,14.0,9.0,64.3,0.0,0.0,3.0,0,0.0,2,2,0,0,0.0
Sweden,Kristoffer Nordfeldt,GK,36.0,2.0,180,2.0,3.0,1.5,11.0,8.0,72.7,2.0,0.0,0.0,0,0.0,0,0,0,0,
Sweden,Robin Olsen,GK,36.0,2.0,180,2.0,4.0,2.0,9.0,5.0,55.6,0.0,1.0,1.0,0,0.0,0,0,0,0,
Sweden,Jacob Widell Zetterström,GK,27.0,1.0,90,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,
Sweden,Kristoffer Nordfeldt,GK,36.9747,3.0,270,3.0,5.0,1.67,11.0,8.0,72.7,2.0,1.0,0.0,0,0.0,0,0,0,0,
Sweden,Viktor Johansson,GK,27.7474,3.0,270,3.0,7.0,2.33,14.0,9.0,64.3,0.0,0.0,3.0,0,0.0,2,2,0,0,0.0
Sweden,Robin Olsen,GK,36.4298,2.0,180,2.0,4.0,2.0,9.0,5.0,55.6,0.0,1.0,1.0,0,0.0,0,0,0,0,
Sweden,Jacob Widell Zetterström,GK,27.9254,2.0,180,2.0,4.0,2.0,3.0,2.0,66.7,0.0,1.0,1.0,0,0.0,0,0,0,0,
Switzerland,Gregor Kobel,GK,28.5202,1.0,90,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0,0.0,0,0,0,0,
Switzerland,Gregor Kobel,GK,28.5202,2.0,180,2.0,5.0,2.5,,,,0.0,1.0,1.0,0,0.0,0,0,0,0,
Switzerland,Yvon Mvogo,GK,32.0219,2.0,135,1.5,0.0,0.0,,,,1.0,1.0,0.0,1,50.0,0,0,0,0,
Switzerland,Marvin Keller,GK,23.9473,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Switzerland,Gregor Kobel,GK,28.0,6.0,540,6.0,2.0,0.33,10.0,7.0,80.0,4.0,2.0,0.0,4,66.7,0,0,0,0,
Switzerland,Gregor Kobel,GK,28.5202,9.0,810,9.0,8.0,0.89,14.0,10.0,78.6,4.0,4.0,1.0,4,44.4,0,0,0,0,
Switzerland,Yvon Mvogo,GK,32.0219,2.0,135,1.5,0.0,0.0,,,,1.0,1.0,0.0,1,50.0,0,0,0,0,
Switzerland,Marvin Keller,GK,23.9473,0.0,45,0.5,1.0,2.0,,,,0.0,0.0,0.0,0,,0,0,0,0,
Tunisia,Aymen Dahmen,GK,29.0,6.0,540,6.0,0.0,0.0,,,,6.0,0.0,0.0,6,100.0,1,0,1,0,100.0
Tunisia,Bechir Ben Said,GK,33.0,4.0,360,4.0,0.0,0.0,,,,3.0,1.0,0.0,4,100.0,0,0,0,0,
Tunisia,Mouhib Chamakh,GK,24.8022,3.0,270,3.0,6.0,2.0,,,,0.0,1.0,2.0,1,33.3,0,0,0,0,
Tunisia,Sabri Ben Hassen,GK,30.0027,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Tunisia,Aymen Dahmen,GK,29.3751,6.0,540,6.0,0.0,0.0,,,,6.0,0.0,0.0,6,100.0,1,0,1,0,100.0
Tunisia,Bechir Ben Said,GK,33.5394,4.0,360,4.0,0.0,0.0,,,,3.0,1.0,0.0,4,100.0,0,0,0,0,
Tunisia,Mouhib Chamakh,GK,24.8022,3.0,270,3.0,6.0,2.0,,,,0.0,1.0,2.0,1,33.3,0,0,0,0,
Tunisia,Sabri Ben Hassen,GK,30.0027,1.0,90,1.0,0.0,0.0,,,,1.0,0.0,0.0,1,100.0,0,0,0,0,
Türkiye,Uğurcan Çakır,GK,30.1916,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,
