Country,Player,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
Colombia,Carlos Cuesta,DF,27.2656,3.7,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Luis Suárez,FW,28.5311,3.5,5,5.0,4.0,80.0,3.98,3.19,0.8,1.0,0,0
Colombia,Cristian Borja,DF,33.3176,3.5,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Jorge Carrascal,MF,28.0548,3.4,0,5.0,2.0,40.0,2.05,0.82,0.0,0.0,0,0
Colombia,Kevin Mier,GK,26.0739,3.0,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Juan Quintero,MF,33.4025,2.9,2,3.0,2.0,66.7,1.49,0.99,0.67,1.0,0,0
Colombia,Juan Camilo Portilla,MF,27.7529,2.6,0,2.0,0.0,0.0,0.93,0.0,0.0,,0,0
Colombia,Jaminton Campaz,FW,26.0575,2.4,1,1.0,0.0,0.0,0.58,0.0,0.0,,0,0
Colombia,Álvaro David Montero,GK,31.2108,2.4,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Willer Ditta,DF,28.3888,2.2,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Gustavo Puerta,MF,22.8925,2.0,0,,,,,,,,0,0
Colombia,Yerson Mosquera,DF,25.1177,1.9,1,2.0,1.0,50.0,1.03,0.51,0.5,1.0,0,0
Colombia,Cucho,MF,27.1506,1.7,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Luis Sinisterra,FW,26.9911,1.5,1,6.0,3.0,50.0,3.88,1.94,0.17,0.33,0,0
Colombia,Andrés Gómez,MF,23.7529,1.4,1,1.0,1.0,100.0,9.0,9.0,1.0,1.0,0,0
Colombia,Wílmar Barrios,MF,32.6598,1.1,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Juan David Cabal,DF,25.4298,1.1,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Álvaro Angulo,DF,29.0301,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Frank Fabra,DF,35.3066,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Yaser Asprilla,"FW,MF",22.5667,0.5,0,3.0,0.0,0.0,5.74,0.0,0.0,,0,0
Colombia,Juan Cuadrado,FW,38.052,0.5,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,Andrés Felipe Román,"DF,FW",30.6899,0.4,0,1.0,1.0,100.0,2.65,2.65,0.0,0.0,0,0
Colombia,Marino Hinestroza,MF,23.9336,0.4,0,2.0,0.0,0.0,5.45,0.0,0.0,,0,0
Colombia,Roger Martínez,FW,31.9747,0.2,0,1.0,1.0,100.0,4.09,4.09,0.0,0.0,0,0
Colombia,Rafael Carrascal,MF,33.5476,0.2,0,0.0,0.0,,0.0,0.0,,,0,0
Colombia,David Ospina,GK,37.7858,0.2,0,,,,,,,,0,0
Colombia,Dayro Moreno,"FW,MF",40.742,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
Congo DR,Chancel Mbemba,DF,31.0,12.3,1,,,,,,,,0,0
Congo DR,Samuel Moutoussamy,MF,29.0,11.3,0,,,,,,,,0,0
Congo DR,Yoane Wissa,"MF,FW",29.0,6.2,3,,,,,,,,0,0
Congo DR,Arthur Masuaku,"DF,MF",32.0,7.2,0,,,,,,,,0,0
Congo DR,Meschak Elia,"MF,FW",28.0,7.1,2,,,,,,,,0,0
Congo DR,Charles Pickel,MF,28.0,6.4,1,,,,,,,,0,0
Congo DR,Cédric Bakambu,FW,34.0,5.9,4,,,,,,,,0,0
Congo DR,Joris Kayembe,DF,31.0,6.3,0,,,,,,,,0,0
Congo DR,Lionel Mpasi,GK,31.0,6.3,0,,,,,,,,0,0
Congo DR,Aaron Wan-Bissaka,"DF,MF",28.0,6.1,0,,,,,,,,0,0
Congo DR,Dimitry Bertaud,GK,27.0,6.0,0,,,,,,,,0,0
Congo DR,Edo Kayembe,"MF,FW",27.0,6.4,0,,,,,,,,0,0
Congo DR,Axel Tuanzebe,DF,28.0,5.3,0,,,,,,,,0,0
Congo DR,Theo Bongonda,"MF,FW",30.0,4.6,3,,,,,,,,0,0
Congo DR,Noah Sadiki,MF,21.0,4.1,0,,,,,,,,0,0
Congo DR,Dylan Batubinsika,DF,29.0,4.0,0,,,,,,,,0,0
Congo DR,Baka Inonga,DF,31.0,4.0,0,,,,,,,,0,0
Congo DR,Nathanaël Mbuku,"MF,FW",23.0,4.0,1,,,,,,,,0,0
Congo DR,Gédéon Kalulu,DF,28.0,3.8,0,,,,,,,,0,0
Congo DR,Gaël Kakuta,MF,34.0,2.7,0,,,,,,,,0,0
Congo DR,Samuel Essende,FW,28.0,2.5,0,,,,,,,,0,0
Congo DR,Rocky Bushiri,DF,26.0,2.0,0,,,,,,,,0,0
Congo DR,Ngal'Ayel Mukau,MF,21.0,1.9,0,,,,,,,,0,0
Congo DR,Simon Banza,FW,29.0,1.6,0,,,,,,,,0,0
Congo DR,Fiston Mayele,FW,31.0,2.7,2,,,,,,,,0,0
Congo DR,Grady Diangana,MF,27.0,1.0,0,,,,,,,,0,0
Congo DR,Aaron Tshibola,MF,31.0,1.0,0,,,,,,,,0,0
Congo DR,Silas Katompa,MF,27.0,0.9,0,,,,,,,,0,0
Congo DR,Brian Cipenga,MF,27.0,1.0,0,,,,,,,,0,0
Congo DR,Chadrac Akolo,"FW,MF",30.0,0.3,0,,,,,,,,0,0
Congo DR,Jackson Muleka,"FW,MF",26.0,0.3,0,,,,,,,,0,0
Congo DR,Michel-Ange Balikwisha,"FW,MF",24.0,0.2,0,,,,,,,,0,0
Congo DR,Timothy Fayulu,GK,26.0,0.0,0,,,,,,,,0,0
Congo DR,Chancel Mbemba,DF,31.8487,2.0,0,,,,,,,,0,0
Congo DR,Lionel Mpasi,GK,31.8679,2.0,0,,,,,,,,0,0
Congo DR,Axel Tuanzebe,DF,28.5804,2.0,0,,,,,,,,0,0
Congo DR,Samuel Moutoussamy,MF,29.8378,1.8,0,,,,,,,,0,0
Congo DR,Yoane Wissa,FW,29.7775,1.5,0,,,,,,,,0,0
Congo DR,Ngal'Ayel Mukau,MF,21.6105,1.3,0,,,,,,,,0,0
Congo DR,Joris Kayembe,DF,31.8487,1.4,1,,,,,,,,0,0
Congo DR,Cédric Bakambu,FW,35.1752,1.3,0,,,,,,,,0,0
Congo DR,Edo Kayembe,MF,28.0301,1.1,0,,,,,,,,0,0
Congo DR,Aaron Wan-Bissaka,DF,28.5476,1.0,0,,,,,,,,0,0
Congo DR,Noah Sadiki,MF,21.4901,1.0,0,,,,,,,,0,0
Congo DR,Steve Kapuadi,DF,28.1232,1.0,0,,,,,,,,0,0
Congo DR,Gédéon Kalulu,MF,28.7912,1.0,0,,,,,,,,0,0
Congo DR,Nathanaël Mbuku,MF,24.2464,0.7,0,,,,,,,,0,0
Congo DR,Arthur Masuaku,MF,32.5996,0.6,0,,,,,,,,0,0
Congo DR,Theo Bongonda,MF,30.564,0.5,0,,,,,,,,0,0
Congo DR,Meschak Elia,"FW,MF",28.8542,0.5,0,,,,,,,,0,0
Congo DR,Brian Cipenga,MF,28.2601,0.4,0,,,,,,,,0,0
Congo DR,Gaël Kakuta,"FW,MF",34.9802,0.4,0,,,,,,,,0,0
Congo DR,Simon Banza,"FW,MF",29.835,0.2,0,,,,,,,,0,0
Congo DR,Charles Pickel,"DF,MF",29.0821,0.2,0,,,,,,,,0,0
Congo DR,Aaron Tshibola,MF,31.4463,0.2,0,,,,,,,,0,0
Congo DR,Cédric Bakambu,FW,34.0,1.3,0,,,,,,,,0,0
Congo DR,Chancel Mbemba,DF,31.0,1.3,0,,,,,,,,0,0
Congo DR,Lionel Mpasi,GK,31.0,1.3,0,,,,,,,,0,0
Congo DR,Axel Tuanzebe,DF,28.0,1.3,1,,,,,,,,0,0
Congo DR,Aaron Wan-Bissaka,DF,28.0,1.3,0,,,,,,,,0,0
Congo DR,Samuel Moutoussamy,MF,29.0,1.3,0,,,,,,,,0,0
Congo DR,Arthur Masuaku,DF,32.0,1.2,0,,,,,,,,0,0
Congo DR,Yoane Wissa,FW,29.0,1.0,0,,,,,,,,0,0
Congo DR,Noah Sadiki,MF,21.0,0.8,0,,,,,,,,0,0
Congo DR,Nathanaël Mbuku,MF,23.0,0.7,0,,,,,,,,0,0
Congo DR,Meschak Elia,MF,28.0,0.6,0,,,,,,,,0,0
Congo DR,Theo Bongonda,"FW,MF",30.0,0.7,0,,,,,,,,0,0
Congo DR,Edo Kayembe,MF,27.0,0.6,0,,,,,,,,0,0
Congo DR,Ngal'Ayel Mukau,MF,21.0,0.5,0,,,,,,,,0,0
Congo DR,Brian Cipenga,MF,27.0,0.3,0,,,,,,,,0,0
Congo DR,Joris Kayembe,"DF,FW",31.0,0.2,0,,,,,,,,0,0
Congo DR,Charles Pickel,"DF,MF",28.0,0.0,0,,,,,,,,0,0
Congo DR,Chancel Mbemba,DF,31.8487,15.7,1,,,,,,,,0,0
Congo DR,Samuel Moutoussamy,MF,29.8378,14.4,0,,,,,,,,0,0
Congo DR,Lionel Mpasi,GK,31.8679,9.7,0,,,,,,,,0,0
Congo DR,Arthur Masuaku,"DF,MF",32.5996,8.9,0,,,,,,,,0,0
Congo DR,Yoane Wissa,"MF,FW",29.7775,8.7,3,,,,,,,,0,0
Congo DR,Axel Tuanzebe,DF,28.5804,8.7,1,,,,,,,,0,0
Congo DR,Cédric Bakambu,FW,35.1752,8.5,4,,,,,,,,0,0
Congo DR,Aaron Wan-Bissaka,"DF,MF",28.5476,8.5,0,,,,,,,,0,0
Congo DR,Meschak Elia,"MF,FW",28.8542,8.2,2,,,,,,,,0,0
Congo DR,Edo Kayembe,"MF,FW",28.0301,8.1,0,,,,,,,,0,0
Congo DR,Joris Kayembe,DF,31.8487,7.9,1,,,,,,,,0,0
Congo DR,Charles Pickel,MF,29.0821,6.6,1,,,,,,,,0,0
Congo DR,Dimitry Bertaud,GK,28.0219,6.0,0,,,,,,,,0,0
Congo DR,Noah Sadiki,MF,21.4901,6.0,0,,,,,,,,0,0
Congo DR,Theo Bongonda,"MF,FW",30.564,5.8,3,,,,,,,,0,0
Congo DR,Nathanaël Mbuku,"MF,FW",24.2464,5.4,1,,,,,,,,0,0
Congo DR,Gédéon Kalulu,DF,28.7912,4.8,0,,,,,,,,0,0
Congo DR,Baka Inonga,DF,31.5503,4.0,0,,,,,,,,0,0
Congo DR,Dylan Batubinsika,DF,30.3258,4.0,0,,,,,,,,0,0
Congo DR,Ngal'Ayel Mukau,MF,21.6105,3.7,0,,,,,,,,0,0
Congo DR,Gaël Kakuta,MF,34.9802,3.1,0,,,,,,,,0,0
Congo DR,Fiston Mayele,FW,31.9719,2.7,2,,,,,,,,0,0
Congo DR,Samuel Essende,FW,28.3888,2.5,0,,,,,,,,0,0
Congo DR,Rocky Bushiri,DF,26.5366,2.0,0,,,,,,,,0,0
Congo DR,Simon Banza,FW,29.835,1.9,0,,,,,,,,0,0
Congo DR,Brian Cipenga,MF,28.2601,1.7,0,,,,,,,,0,0
Congo DR,Aaron Tshibola,MF,31.4463,1.2,0,,,,,,,,0,0
Congo DR,Steve Kapuadi,DF,28.1232,1.0,0,,,,,,,,0,0
Congo DR,Grady Diangana,MF,28.1533,1.0,0,,,,,,,,0,0
Congo DR,Silas Katompa,MF,27.6872,0.9,0,,,,,,,,0,0
Congo DR,Chadrac Akolo,"FW,MF",31.2026,0.3,0,,,,,,,,0,0
Congo DR,Jackson Muleka,"FW,MF",26.6927,0.3,0,,,,,,,,0,0
Congo DR,Michel-Ange Balikwisha,"FW,MF",25.0958,0.2,0,,,,,,,,0,0
Congo DR,Timothy Fayulu,GK,26.8898,0.0,0,,,,,,,,0,0
Croatia,Dominik Livaković,GK,31.4271,3.6,0,,,,,,,,0,0
Croatia,Ivan Perišić,MF,37.3614,2.8,0,,,,,,,,0,0
Croatia,Josip Stanišić,"MF,DF",26.1999,3.1,0,,,,,,,,0,0
Croatia,Luka Vušković,DF,19.3012,2.9,1,,,,,,,,0,0
Croatia,Petar Sučić,MF,22.6352,2.9,0,,,,,,,,0,0
Croatia,Luka Modrić,MF,40.7611,2.1,1,,,,,,,,0,0
Croatia,Marin Pongračić,DF,28.7556,2.7,0,,,,,,,,0,0
Croatia,Martin Baturina,MF,23.3231,2.4,0,,,,,,,,0,0
Croatia,Marco Pašalić,MF,25.7474,2.2,0,,,,,,,,0,0
Croatia,Josip Šutalo,DF,26.2902,1.9,0,,,,,,,,0,0
Croatia,Martin Erlić,DF,28.386,1.8,0,,,,,,,,0,0
Croatia,Joško Gvardiol,DF,24.3888,1.6,0,,,,,,,,0,0
Croatia,Ante Budimir,FW,34.8953,1.5,0,,,,,,,,0,0
Croatia,Andrej Kramarić,MF,34.9856,1.5,0,,,,,,,,0,0
Croatia,Mateo Kovačić,MF,32.1068,1.1,0,,,,,,,,0,0
Croatia,Mario Pašalić,MF,31.3422,1.9,1,,,,,,,,0,0
Croatia,Nikola Moro,MF,28.2574,1.5,0,,,,,,,,0,0
Croatia,Petar Musa,FW,28.2793,1.5,0,,,,,,,,0,0
Croatia,Nikola Vlašić,MF,28.6927,1.2,0,,,,,,,,0,0
Croatia,Igor Matanović,FW,23.2053,1.0,1,,,,,,,,0,0
Croatia,Duje Ćaleta-Car,DF,29.7392,0.7,0,,,,,,,,0,0
Croatia,Luka Sučić,"FW,MF",23.7639,1.0,0,,,,,,,,0,0
Croatia,Kristijan Jakić,"DF,MF",29.0849,0.4,0,,,,,,,,0,0
Croatia,Dominik Kotarski,GK,26.3395,0.4,0,,,,,,,,0,0
Croatia,Lovro Majer,"FW,MF",28.4052,0.2,1,,,,,,,,0,0
Croatia,Toni Fruk,"FW,MF",25.2656,0.2,0,,,,,,,,0,0
Croatia,Ivan Smolčić,DF,25.8241,0.1,0,,,,,,,,0,0
Croatia,Dominik Livaković,GK,31.0,7.0,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Mario Pašalić,MF,30.0,5.5,1,9.0,3.0,33.3,1.64,0.55,0.11,0.33,0,0
Croatia,Ivan Perišić,MF,36.0,6.1,4,19.0,10.0,52.6,3.1,1.63,0.16,0.3,1,1
Croatia,Duje Ćaleta-Car,DF,29.0,5.5,0,6.0,2.0,33.3,1.1,0.37,0.0,0.0,0,0
Croatia,Petar Sučić,MF,22.0,5.3,0,8.0,1.0,12.5,1.52,0.19,0.0,0.0,0,0
Croatia,Andrej Kramarić,MF,34.0,5.8,6,23.0,11.0,47.8,3.97,1.9,0.26,0.55,0,0
Croatia,Josip Šutalo,DF,25.0,4.5,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Luka Modrić,MF,40.0,4.4,1,15.0,3.0,20.0,3.38,0.68,0.0,0.0,1,1
Croatia,Josip Stanišić,DF,25.0,4.2,0,3.0,1.0,33.3,0.71,0.24,0.0,0.0,0,0
Croatia,Kristijan Jakić,"DF,MF",28.0,4.0,2,5.0,3.0,60.0,1.25,0.75,0.4,0.67,0,0
Croatia,Joško Gvardiol,DF,24.0,3.8,1,4.0,2.0,50.0,1.04,0.52,0.25,0.5,0,0
Croatia,Ante Budimir,FW,34.0,2.9,2,11.0,6.0,54.5,3.81,2.08,0.09,0.17,1,1
Croatia,Franjo Ivanović,"FW,MF",22.0,3.5,2,14.0,4.0,28.6,4.05,1.16,0.14,0.5,0,0
Croatia,Marin Pongračić,DF,28.0,3.2,0,3.0,1.0,33.3,0.95,0.32,0.0,0.0,0,0
Croatia,Toni Fruk,MF,24.0,2.8,1,14.0,4.0,28.6,5.0,1.43,0.07,0.25,0,0
Croatia,Marco Pašalić,"MF,DF",25.0,2.5,0,10.0,3.0,30.0,4.05,1.22,0.0,0.0,0,0
Croatia,Lovro Majer,MF,28.0,2.2,0,12.0,6.0,50.0,5.37,2.69,0.0,0.0,0,1
Croatia,Martin Baturina,MF,22.0,1.9,0,4.0,0.0,0.0,2.08,0.0,0.0,,0,0
Croatia,Nikola Moro,MF,27.0,1.7,0,1.0,1.0,100.0,0.58,0.58,0.0,0.0,0,0
Croatia,Nikola Vlašić,MF,28.0,1.3,2,4.0,2.0,50.0,3.03,1.51,0.5,1.0,0,0
Croatia,Luka Sučić,MF,23.0,1.2,1,6.0,2.0,33.3,5.0,1.67,0.17,0.5,0,0
Croatia,Petar Musa,FW,27.0,1.2,1,3.0,1.0,33.3,2.57,0.86,0.33,1.0,0,0
Croatia,Luka Vušković,DF,18.0,1.0,0,1.0,0.0,0.0,0.96,0.0,0.0,,0,0
Croatia,Domagoj Bradarić,DF,26.0,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Martin Erlić,DF,28.0,1.0,1,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0,0
Croatia,Josip Juranović,DF,30.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,0,0
Croatia,Dominik Kotarski,GK,25.0,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Igor Matanović,FW,22.0,0.8,0,2.0,0.0,0.0,2.4,0.0,0.0,,0,0
Croatia,Mateo Kovačić,MF,31.0,0.8,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Borna Sosa,MF,28.0,0.6,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Mislav Oršić,"FW,MF",33.0,0.2,0,1.0,0.0,0.0,4.5,0.0,0.0,,0,0
Croatia,Ivan Smolčić,DF,25.0,0.1,0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,0,0
Croatia,Dominik Livaković,GK,31.4271,10.6,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Ivan Perišić,MF,37.3614,8.9,4,19.0,10.0,52.6,3.1,1.63,0.16,0.3,1,1
Croatia,Petar Sučić,MF,22.6352,8.1,0,8.0,1.0,12.5,1.52,0.19,0.0,0.0,0,0
Croatia,Mario Pašalić,MF,31.3422,7.4,2,9.0,3.0,33.3,1.64,0.55,0.11,0.33,0,0
Croatia,Josip Stanišić,DF,26.1999,7.4,0,3.0,1.0,33.3,0.71,0.24,0.0,0.0,0,0
Croatia,Andrej Kramarić,MF,34.9856,7.3,6,23.0,11.0,47.8,3.97,1.9,0.26,0.55,0,0
Croatia,Luka Modrić,MF,40.7611,6.5,2,15.0,3.0,20.0,3.38,0.68,0.0,0.0,1,1
Croatia,Josip Šutalo,DF,26.2902,6.4,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Duje Ćaleta-Car,DF,29.7392,6.1,0,6.0,2.0,33.3,1.1,0.37,0.0,0.0,0,0
Croatia,Marin Pongračić,DF,28.7556,5.9,0,3.0,1.0,33.3,0.95,0.32,0.0,0.0,0,0
Croatia,Joško Gvardiol,DF,24.3888,5.5,1,4.0,2.0,50.0,1.04,0.52,0.25,0.5,0,0
Croatia,Marco Pašalić,"MF,DF",25.7474,4.6,0,10.0,3.0,30.0,4.05,1.22,0.0,0.0,0,0
Croatia,Ante Budimir,FW,34.8953,4.4,2,11.0,6.0,54.5,3.81,2.08,0.09,0.17,1,1
Croatia,Kristijan Jakić,"DF,MF",29.0849,4.4,2,5.0,3.0,60.0,1.25,0.75,0.4,0.67,0,0
Croatia,Martin Baturina,MF,23.3231,4.3,0,4.0,0.0,0.0,2.08,0.0,0.0,,0,0
Croatia,Luka Vušković,DF,19.3012,4.0,1,1.0,0.0,0.0,0.96,0.0,0.0,,0,0
Croatia,Franjo Ivanović,"FW,MF",22.7009,3.5,2,14.0,4.0,28.6,4.05,1.16,0.14,0.5,0,0
Croatia,Nikola Moro,MF,28.2574,3.2,0,1.0,1.0,100.0,0.58,0.58,0.0,0.0,0,0
Croatia,Toni Fruk,MF,25.2656,3.0,1,14.0,4.0,28.6,5.0,1.43,0.07,0.25,0,0
Croatia,Martin Erlić,DF,28.386,2.8,1,1.0,1.0,100.0,1.0,1.0,1.0,1.0,0,0
Croatia,Petar Musa,FW,28.2793,2.6,1,3.0,1.0,33.3,2.57,0.86,0.33,1.0,0,0
Croatia,Nikola Vlašić,MF,28.6927,2.5,2,4.0,2.0,50.0,3.03,1.51,0.5,1.0,0,0
Croatia,Lovro Majer,MF,28.4052,2.5,1,12.0,6.0,50.0,5.37,2.69,0.0,0.0,0,1
Croatia,Luka Sučić,MF,23.7639,2.2,1,6.0,2.0,33.3,5.0,1.67,0.17,0.5,0,0
Croatia,Mateo Kovačić,MF,32.1068,1.9,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Igor Matanović,FW,23.2053,1.8,1,2.0,0.0,0.0,2.4,0.0,0.0,,0,0
Croatia,Dominik Kotarski,GK,26.3395,1.4,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Domagoj Bradarić,DF,26.5092,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Josip Juranović,DF,30.8268,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,0,0
Croatia,Borna Sosa,MF,28.3943,0.6,0,0.0,0.0,,0.0,0.0,,,0,0
Croatia,Mislav Oršić,"FW,MF",33.4572,0.2,0,1.0,0.0,0.0,4.5,0.0,0.0,,0,0
Croatia,Ivan Smolčić,DF,25.8241,0.2,0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,0,0
Curaçao,Juriën Gaari,DF,32.4736,1.5,0,,,,,,,,0,0
Curaçao,Tahith Chong,MF,26.5257,1.5,1,,,,,,,,0,0
Curaçao,Deveron Fonville,DF,23.0794,1.5,0,,,,,,,,0,0
Curaçao,Armando Obispo,DF,27.2765,1.5,0,,,,,,,,0,0
Curaçao,Eloy Room,GK,37.3504,1.5,0,,,,,,,,0,0
Curaçao,Juninho Bacuna,MF,28.8515,1.2,1,,,,,,,,0,0
Curaçao,Livano Comenencia,MF,22.3587,1.2,1,,,,,,,,0,0
Curaçao,Leandro Bacuna,MF,34.8131,1.1,0,,,,,,,,0,0
Curaçao,Riechedly Bazoer,DF,29.6708,1.0,0,,,,,,,,0,0
Curaçao,Sherel Floranus,DF,27.8077,1.0,0,,,,,,,,0,0
Curaçao,Gervane Kastaneer,FW,30.0137,1.0,0,,,,,,,,0,0
Curaçao,Godfried Roemeratoe,MF,26.8186,0.9,0,,,,,,,,0,0
Curaçao,Joshua Brenet,DF,32.2355,0.7,1,,,,,,,,0,0
Curaçao,Trevor Doornbusch,GK,26.9391,0.5,0,,,,,,,,0,0
Curaçao,Roshon van Eijma,DF,28.0137,0.5,0,,,,,,,,0,0
Curaçao,Kenji Gorré,MF,31.7064,0.5,0,,,,,,,,0,0
Curaçao,Brandley Kuwas,FW,33.7337,0.5,0,,,,,,,,0,0
Curaçao,Jearl Margaritha,MF,26.178,0.5,0,,,,,,,,0,0
Curaçao,Ar'jany Martha,MF,22.7748,0.5,0,,,,,,,,0,0
Curaçao,Shurandy Sambo,DF,24.8186,0.5,0,,,,,,,,0,0
Curaçao,Jürgen Locadia,FW,32.5996,0.4,0,,,,,,,,0,0
Curaçao,Jeremy Antonisse,"FW,MF",24.2108,0.8,1,,,,,,,,0,0
Curaçao,Tyrese Noslin,MF,23.7556,0.7,0,,,,,,,,0,0
Curaçao,Sontje Hansen,"FW,MF",24.0739,0.5,0,,,,,,,,0,0
Curaçao,Eloy Room,GK,36.0,10.0,0,,,,,,,,0,0
Curaçao,Juninho Bacuna,"MF,FW",28.0,9.2,3,,,,,,,,0,0
Curaçao,Sherel Floranus,"DF,MF",27.0,8.9,0,,,,,,,,0,0
Curaçao,Leandro Bacuna,MF,34.0,8.7,1,,,,,,,,1,1
Curaçao,Juriën Gaari,DF,32.0,7.1,0,,,,,,,,0,0
Curaçao,Kenji Gorré,"FW,MF",31.0,7.0,3,,,,,,,,0,0
Curaçao,Livano Comenencia,MF,21.0,5.9,1,,,,,,,,0,0
Curaçao,Roshon van Eijma,DF,27.0,6.0,1,,,,,,,,0,0
Curaçao,Shurandy Sambo,"DF,MF",24.0,6.0,0,,,,,,,,0,0
Curaçao,Jearl Margaritha,"FW,MF",25.0,5.7,1,,,,,,,,0,0
Curaçao,Joshua Brenet,"DF,MF",31.0,5.2,0,,,,,,,,0,0
Curaçao,Armando Obispo,DF,26.0,3.8,0,,,,,,,,0,0
Curaçao,Gervane Kastaneer,FW,29.0,2.5,5,,,,,,,,0,0
Curaçao,Jürgen Locadia,FW,32.0,4.4,0,,,,,,,,0,0
Curaçao,Jeremy Antonisse,FW,23.0,3.2,1,,,,,,,,0,0
Curaçao,Sontje Hansen,FW,23.0,2.4,1,,,,,,,,0,0
Curaçao,Godfried Roemeratoe,MF,26.0,2.4,0,,,,,,,,0,0
Curaçao,Rangelo Janga,FW,33.0,1.7,3,,,,,,,,1,1
Curaçao,Riechedly Bazoer,DF,29.0,1.6,0,,,,,,,,0,0
Curaçao,Tahith Chong,MF,26.0,1.3,2,,,,,,,,0,0
Curaçao,Cuco Martina,DF,36.0,1.2,0,,,,,,,,0,0
Curaçao,Nathan Markelo,DF,27.0,1.0,0,,,,,,,,0,0
Curaçao,Brandley Kuwas,MF,33.0,0.7,0,,,,,,,,0,0
Curaçao,Xander Severina,FW,24.0,0.6,1,,,,,,,,0,0
Curaçao,Kevin Felida,MF,26.0,0.8,1,,,,,,,,0,0
Curaçao,Tyrese Noslin,MF,23.0,0.7,1,,,,,,,,0,0
Curaçao,Rayvien Rosario,MF,21.0,0.6,0,,,,,,,,0,0
Curaçao,Ar'jany Martha,"DF,FW",22.0,0.6,1,,,,,,,,0,0
Curaçao,Jordi Paulina,FW,21.0,0.5,2,,,,,,,,1,1
Curaçao,Joshua Zimmerman,MF,24.0,0.3,0,,,,,,,,0,0
Curaçao,Eloy Room,GK,37.3504,11.5,0,,,,,,,,0,0
Curaçao,Juninho Bacuna,"MF,FW",28.8515,10.4,4,,,,,,,,0,0
Curaçao,Sherel Floranus,"DF,MF",27.8077,9.9,0,,,,,,,,0,0
Curaçao,Leandro Bacuna,MF,34.8131,9.8,1,,,,,,,,1,1
Curaçao,Juriën Gaari,DF,32.4736,8.6,0,,,,,,,,0,0
Curaçao,Kenji Gorré,"FW,MF",31.7064,7.5,3,,,,,,,,0,0
Curaçao,Livano Comenencia,MF,22.3587,7.0,2,,,,,,,,0,0
Curaçao,Roshon van Eijma,DF,28.0137,6.5,1,,,,,,,,0,0
Curaçao,Shurandy Sambo,"DF,MF",24.8186,6.5,0,,,,,,,,0,0
Curaçao,Jearl Margaritha,"FW,MF",26.178,6.2,1,,,,,,,,0,0
Curaçao,Joshua Brenet,"DF,MF",32.2355,5.9,1,,,,,,,,0,0
Curaçao,Armando Obispo,DF,27.2765,5.3,0,,,,,,,,0,0
Curaçao,Jürgen Locadia,FW,32.5996,4.8,0,,,,,,,,0,0
Curaçao,Jeremy Antonisse,FW,24.2108,4.0,2,,,,,,,,0,0
Curaçao,Gervane Kastaneer,FW,30.0137,3.5,5,,,,,,,,0,0
Curaçao,Godfried Roemeratoe,MF,26.8186,3.3,0,,,,,,,,0,0
Curaçao,Sontje Hansen,FW,24.0739,2.9,1,,,,,,,,0,0
Curaçao,Tahith Chong,MF,26.5257,2.8,3,,,,,,,,0,0
Curaçao,Riechedly Bazoer,DF,29.6708,2.6,0,,,,,,,,0,0
Curaçao,Rangelo Janga,FW,34.1615,1.7,3,,,,,,,,1,1
Curaçao,Deveron Fonville,DF,23.0794,1.5,0,,,,,,,,0,0
Curaçao,Tyrese Noslin,MF,23.7556,1.4,1,,,,,,,,0,0
Curaçao,Cuco Martina,DF,36.7173,1.2,0,,,,,,,,0,0
Curaçao,Brandley Kuwas,MF,33.7337,1.2,0,,,,,,,,0,0
Curaçao,Ar'jany Martha,"DF,FW",22.7748,1.1,1,,,,,,,,0,0
