Country,Player,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt
Mexico,Guillermo Martínez Ayala,FW,31.2491,1.4,1,,,,,,,,0,0
Mexico,Mateo Chávez,DF,22.0903,1.4,0,,,,,,,,0,0
Mexico,Luis Chávez,MF,30.4107,1.3,1,,,,,,,,0,0
Mexico,Gilberto Mora,MF,17.6653,1.2,0,,,,,,,,0,0
Mexico,Obed Vargas,MF,20.8569,0.9,0,,,,,,,,0,0
Mexico,Armando González,FW,23.1506,0.9,0,,,,,,,,0,0
Mexico,Alejandro Gómez,DF,24.3669,0.9,0,,,,,,,,0,0
Mexico,Carlos Acevedo,GK,30.1533,0.5,0,,,,,,,,0,0
Mexico,Santiago Giménez,FW,25.1561,0.5,0,,,,,,,,0,0
Mexico,César Huerta,"FW,MF",25.5284,0.5,0,,,,,,,,0,0
Mexico,Guillermo Ochoa,GK,40.9199,0.5,0,,,,,,,,0,0
Mexico,Charly Rodríguez,MF,29.4435,0.5,0,,,,,,,,0,0
Mexico,Erick Sánchez,MF,26.7118,0.4,0,,,,,,,,0,0
Mexico,Germán Berterame,"FW,MF",27.5832,0.3,0,,,,,,,,0,0
Mexico,Richy Ledezma,"DF,MF",25.7693,0.3,0,,,,,,,,0,0
Mexico,Eduardo Águila,DF,24.0767,0.3,0,,,,,,,,0,0
Mexico,Kevin Castañeda,"FW,MF",26.627,0.3,0,,,,,,,,0,0
Mexico,Isaías Violante,FW,22.6489,0.3,0,,,,,,,,0,0
Mexico,Iker Fimbres,MF,21.0329,0.2,0,,,,,,,,0,0
Mexico,Luis Rey,DF,23.7474,0.2,0,,,,,,,,0,0
Mexico,Everardo Del Villar,DF,21.2272,0.1,0,,,,,,,,0,0
Mexico,Raúl Rangel,GK,26.2984,5.0,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Johan Vásquez,DF,27.6434,4.6,2,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Jesús Gallardo,DF,31.8296,4.5,0,2.0,0.0,0.0,2.0,0.0,0.0,,0,0
Mexico,Erik Lira,MF,26.1013,4.3,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,César Montes,DF,29.3012,4.0,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Israel Reyes,DF,26.0602,3.6,0,1.0,0.0,0.0,1.0,0.0,0.0,,0,0
Mexico,Brian Gutiérrez,MF,22.9911,3.6,1,4.0,0.0,0.0,5.54,0.0,0.0,,0,0
Mexico,Álvaro Fidalgo,MF,29.1807,3.4,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Roberto Alvarado,MF,27.7666,3.4,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Julián Quiñones,MF,29.2245,3.1,1,5.0,2.0,40.0,5.77,2.31,0.2,0.5,0,0
Mexico,Raúl Jiménez,FW,35.1095,2.9,2,4.0,2.0,50.0,4.8,2.4,0.25,0.5,0,0
Mexico,Jorge Sánchez,"DF,MF",28.5092,2.8,1,,,,,,,,0,0
Mexico,Alexis Vega,"FW,MF",28.5503,2.1,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Edson Álvarez,"DF,MF",28.6379,1.8,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Luis Romo,"DF,MF",31.0246,1.7,0,,,,,,,,0,0
Mexico,Luis Chávez,MF,30.4107,1.6,1,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Gilberto Mora,MF,17.6653,1.5,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Orbelín Pineda,"FW,MF",30.2245,1.5,0,,,,,,,,0,0
Mexico,Guillermo Martínez Ayala,FW,31.2491,1.4,1,,,,,,,,0,0
Mexico,Mateo Chávez,DF,22.0903,1.4,0,,,,,,,,0,0
Mexico,Armando González,FW,23.1506,1.1,0,0.0,0.0,,0.0,0.0,,,0,0
Mexico,Obed Vargas,MF,20.8569,0.9,0,,,,,,,,0,0
Mexico,Alejandro Gómez,DF,24.3669,0.9,0,,,,,,,,0,0
Mexico,Carlos Acevedo,GK,30.1533,0.5,0,,,,,,,,0,0
Mexico,Charly Rodríguez,MF,29.4435,0.5,0,,,,,,,,0,0
Mexico,Guillermo Ochoa,GK,40.9199,0.5,0,,,,,,,,0,0
Mexico,Santiago Giménez,FW,25.1561,0.5,0,,,,,,,,0,0
Mexico,César Huerta,"FW,MF",25.5284,0.5,0,,,,,,,,0,0
Mexico,Erick Sánchez,MF,26.7118,0.4,0,,,,,,,,0,0
Mexico,Germán Berterame,"FW,MF",27.5832,0.3,0,,,,,,,,0,0
Mexico,Richy Ledezma,"DF,MF",25.7693,0.3,0,,,,,,,,0,0
Mexico,Kevin Castañeda,"FW,MF",26.627,0.3,0,,,,,,,,0,0
Mexico,Isaías Violante,FW,22.6489,0.3,0,,,,,,,,0,0
Mexico,Eduardo Águila,DF,24.0767,0.3,0,,,,,,,,0,0
Mexico,Luis Rey,DF,23.7474,0.2,0,,,,,,,,0,0
Mexico,Iker Fimbres,MF,21.0329,0.2,0,,,,,,,,0,0
Mexico,Everardo Del Villar,DF,21.2272,0.1,0,,,,,,,,0,0
Morocco,Neil El Aynaoui,MF,24.95,1.0,0,3.0,0.0,0.0,3.0,0.0,0.0,,0,0
Morocco,Ayyoub Bouaddi,MF,18.6982,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Yassine Bounou,GK,35.1916,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Issa Diop,DF,29.4271,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Achraf Hakimi,DF,27.6078,1.0,0,3.0,0.0,0.0,3.0,0.0,0.0,,0,0
Morocco,Chadi Riad,DF,22.9911,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Ismael Saibari,FW,25.3751,1.0,1,3.0,1.0,33.3,3.07,1.02,0.33,1.0,0,0
Morocco,Bilal El Khannouss,MF,22.0958,0.9,0,1.0,0.0,0.0,1.14,0.0,0.0,,0,0
Morocco,Noussair Mazraoui,DF,28.5804,0.9,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Brahim Díaz,MF,26.8624,0.7,0,3.0,1.0,33.3,4.22,1.41,0.0,0.0,0,0
Morocco,Azzedine Ounahi,MF,26.1533,0.7,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Samir El Mourabet,MF,20.6872,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Chemsdine Talbi,MF,21.0986,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Ayoube Amaimouni,MF,21.5366,0.1,0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,0,0
Morocco,Anass Salah-Eddine,DF,24.4025,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Soufiane Rahimi,FW,30.0329,0.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Yassine Bounou,GK,34.0,8.0,0,,,,,,,,0,0
Morocco,Nayef Aguerd,DF,29.0,7.0,1,,,,,,,,0,0
Morocco,Achraf Hakimi,DF,27.0,6.0,0,,,,,,,,0,1
Morocco,Sofyan Amrabat,MF,29.0,5.9,0,,,,,,,,0,0
Morocco,Brahim Díaz,"MF,FW",26.0,5.5,1,,,,,,,,1,1
Morocco,Eliesse Ben Seghir,"MF,FW",20.0,4.4,1,,,,,,,,0,0
Morocco,Youssef En-Nesyri,FW,28.0,4.9,2,,,,,,,,0,0
Morocco,Jawad El Yamiq,DF,33.0,3.7,0,,,,,,,,0,0
Morocco,Bilal El Khannouss,MF,21.0,3.7,1,,,,,,,,0,0
Morocco,Ismael Saibari,MF,25.0,3.4,3,,,,,,,,0,0
Morocco,Neil El Aynaoui,MF,24.0,3.0,0,,,,,,,,0,0
Morocco,Noussair Mazraoui,DF,28.0,3.0,0,,,,,,,,0,0
Morocco,Youssef Belammari,DF,27.0,2.7,0,,,,,,,,0,0
Morocco,Azzedine Ounahi,MF,25.0,2.6,2,,,,,,,,0,0
Morocco,Hakim Ziyech,MF,32.0,2.3,2,,,,,,,,1,1
Morocco,Ayoub El Kaabi,FW,32.0,2.4,4,,,,,,,,0,0
Morocco,Adam Masina,DF,32.0,2.3,0,,,,,,,,0,0
Morocco,Abde Ezzalzouli,MF,24.0,2.1,0,,,,,,,,0,0
Morocco,Hamza Igamane,"MF,FW",23.0,2.0,2,,,,,,,,0,0
Morocco,Yahya Attiat Allah,DF,30.0,2.0,0,,,,,,,,0,0
Morocco,Romain Saïss,DF,35.0,2.0,0,,,,,,,,0,0
Morocco,Soufiane Rahimi,MF,29.0,1.5,1,,,,,,,,0,0
Morocco,Amine Adli,MF,25.0,1.3,0,,,,,,,,0,0
Morocco,Souffian El Karouani,DF,25.0,1.3,0,,,,,,,,0,0
Morocco,Oussama El Azzouzi,MF,24.0,1.0,0,,,,,,,,0,0
Morocco,Chadi Riad,DF,22.0,1.0,1,,,,,,,,0,0
Morocco,Mohamed Chibi,DF,33.0,1.0,0,,,,,,,,0,0
Morocco,Amine Harit,MF,28.0,0.8,0,,,,,,,,0,0
Morocco,Ilias Akhomach,MF,21.0,0.6,0,,,,,,,,0,0
Morocco,Oussama Targhalline,MF,23.0,0.3,0,,,,,,,,0,0
Morocco,Chemsdine Talbi,MF,20.0,0.2,0,,,,,,,,0,0
Morocco,Tarik Tissoudali,"FW,MF",32.0,0.1,0,,,,,,,,0,0
Morocco,Amir Richardson,MF,24.0,0.1,0,,,,,,,,0,0
Morocco,Maroan Sannadi,FW,24.0,0.0,0,,,,,,,,0,0
Morocco,Omar El Hilali,DF,22.0,0.0,0,,,,,,,,0,0
Morocco,Issa Diop,DF,29.4271,3.4,0,,,,,,,,0,0
Morocco,Yassine Bounou,GK,35.1916,3.0,0,,,,,,,,0,0
Morocco,Neil El Aynaoui,MF,24.95,2.7,2,,,,,,,,0,1
Morocco,Achraf Hakimi,DF,27.6078,2.4,0,,,,,,,,0,0
Morocco,Ismael Saibari,FW,25.3751,2.0,2,,,,,,,,0,0
Morocco,Abde Ezzalzouli,"MF,FW",24.4901,2.0,0,,,,,,,,0,0
Morocco,Noussair Mazraoui,DF,28.5804,1.9,0,,,,,,,,0,0
Morocco,Chadi Riad,DF,22.9911,2.2,0,,,,,,,,0,0
Morocco,Brahim Díaz,MF,26.8624,2.1,1,,,,,,,,0,0
Morocco,Azzedine Ounahi,MF,26.1533,2.0,0,,,,,,,,0,0
Morocco,Redouane Halhal,DF,23.2765,1.8,0,,,,,,,,0,0
Morocco,Bilal El Khannouss,MF,22.0958,1.7,1,,,,,,,,0,0
Morocco,Anass Salah-Eddine,DF,24.4025,1.7,0,,,,,,,,0,0
Morocco,Ayyoub Bouaddi,MF,18.6982,1.0,0,,,,,,,,0,0
Morocco,Soufiane Rahimi,FW,30.0329,1.9,1,,,,,,,,1,1
Morocco,Samir El Mourabet,MF,20.6872,1.8,0,,,,,,,,0,0
Morocco,Sofyan Amrabat,MF,29.8131,1.4,0,,,,,,,,0,0
Morocco,Gessime Yassine,MF,20.5585,1.3,0,,,,,,,,0,0
Morocco,Chemsdine Talbi,MF,21.0986,1.0,0,,,,,,,,0,0
Morocco,Munir,GK,37.0958,1.0,0,,,,,,,,0,0
Morocco,Mohamed Rabie Hrimat,MF,31.8515,1.0,0,,,,,,,,0,0
Morocco,Ayoube Amaimouni,FW,21.5366,0.8,0,,,,,,,,0,0
Morocco,Ayoub El Kaabi,"FW,MF",32.9665,1.1,1,,,,,,,,0,0
Morocco,Youssef Belammari,DF,27.731,1.0,0,,,,,,,,0,0
Morocco,Marwane Saâdane,"DF,MF",34.4052,0.6,0,,,,,,,,0,0
Morocco,Zakaria El Ouahdi,"DF,MF",24.4517,0.6,0,,,,,,,,0,0
Morocco,Amine Adli,"FW,MF",26.0958,0.3,0,,,,,,,,0,0
Morocco,Ali Maamar,DF,21.2272,0.2,0,,,,,,,,0,0
Morocco,Souffian El Karouani,DF,25.6516,0.1,0,,,,,,,,0,0
Morocco,Amine Sbai,"FW,MF",25.6051,0.1,0,,,,,,,,0,0
Morocco,Yassine Bounou,GK,35.1916,12.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Achraf Hakimi,DF,27.6078,9.4,0,3.0,0.0,0.0,3.0,0.0,0.0,,0,1
Morocco,Brahim Díaz,MF,26.8624,8.3,2,3.0,1.0,33.3,4.22,1.41,0.0,0.0,1,1
Morocco,Sofyan Amrabat,"DF,MF",29.8131,7.2,0,,,,,,,,0,0
Morocco,Nayef Aguerd,DF,30.2081,7.0,1,,,,,,,,0,0
Morocco,Neil El Aynaoui,MF,24.95,6.7,2,3.0,0.0,0.0,3.0,0.0,0.0,,0,1
Morocco,Ismael Saibari,FW,25.3751,6.4,6,3.0,1.0,33.3,3.07,1.02,0.33,1.0,0,0
Morocco,Bilal El Khannouss,MF,22.0958,6.3,2,1.0,0.0,0.0,1.14,0.0,0.0,,0,0
Morocco,Noussair Mazraoui,DF,28.5804,5.8,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Azzedine Ounahi,MF,26.1533,5.3,2,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Youssef En-Nesyri,FW,29.0356,4.9,2,,,,,,,,0,0
Morocco,Issa Diop,DF,29.4271,4.4,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Eliesse Ben Seghir,"MF,FW",21.3231,4.4,1,,,,,,,,0,0
Morocco,Chadi Riad,DF,22.9911,4.2,1,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Abde Ezzalzouli,MF,24.4901,4.1,0,,,,,,,,0,0
Morocco,Jawad El Yamiq,DF,34.2875,3.7,0,,,,,,,,0,0
Morocco,Youssef Belammari,DF,27.731,3.7,0,,,,,,,,0,0
Morocco,Ayoub El Kaabi,"FW,MF",32.9665,3.5,5,,,,,,,,0,0
Morocco,Soufiane Rahimi,FW,30.0329,3.4,2,0.0,0.0,,0.0,0.0,,,1,1
Morocco,Hakim Ziyech,MF,33.2382,2.3,2,,,,,,,,1,1
Morocco,Adam Masina,DF,32.4463,2.3,0,,,,,,,,0,0
Morocco,Samir El Mourabet,MF,20.6872,2.1,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Hamza Igamane,"MF,FW",23.6133,2.0,2,,,,,,,,0,0
Morocco,Ayyoub Bouaddi,MF,18.6982,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Romain Saïss,DF,36.219,2.0,0,,,,,,,,0,0
Morocco,Yahya Attiat Allah,DF,31.2847,2.0,0,,,,,,,,0,0
Morocco,Anass Salah-Eddine,DF,24.4025,1.8,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Redouane Halhal,DF,23.2765,1.8,0,,,,,,,,0,0
Morocco,Amine Adli,MF,26.0958,1.6,0,,,,,,,,0,0
Morocco,Chemsdine Talbi,MF,21.0986,1.5,0,0.0,0.0,,0.0,0.0,,,0,0
Morocco,Souffian El Karouani,DF,25.6516,1.4,0,,,,,,,,0,0
Morocco,Gessime Yassine,MF,20.5585,1.3,0,,,,,,,,0,0
Morocco,Munir,GK,37.0958,1.0,0,,,,,,,,0,0
Morocco,Oussama El Azzouzi,MF,25.0438,1.0,0,,,,,,,,0,0
Morocco,Mohamed Rabie Hrimat,MF,31.8515,1.0,0,,,,,,,,0,0
Morocco,Mohamed Chibi,DF,33.3943,1.0,0,,,,,,,,0,0
Morocco,Ayoube Amaimouni,MF,21.5366,0.9,0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,0,0
Morocco,Amine Harit,MF,28.9884,0.8,0,,,,,,,,0,0
Morocco,Ilias Akhomach,MF,22.1615,0.6,0,,,,,,,,0,0
Morocco,Marwane Saâdane,"DF,MF",34.4052,0.6,0,,,,,,,,0,0
Morocco,Zakaria El Ouahdi,"DF,MF",24.4517,0.6,0,,,,,,,,0,0
Morocco,Oussama Targhalline,MF,24.0684,0.3,0,,,,,,,,0,0
Morocco,Ali Maamar,DF,21.2272,0.2,0,,,,,,,,0,0
Morocco,Tarik Tissoudali,"FW,MF",33.1999,0.1,0,,,,,,,,0,0
Morocco,Amine Sbai,"FW,MF",25.6051,0.1,0,,,,,,,,0,0
Morocco,Amir Richardson,MF,24.386,0.1,0,,,,,,,,0,0
Morocco,Maroan Sannadi,FW,25.3641,0.0,0,,,,,,,,0,0
Morocco,Omar El Hilali,DF,22.7529,0.0,0,,,,,,,,0,0
Netherlands,Cody Gakpo,"MF,FW",27.104,3.3,2,,,,,,,,2,2
Netherlands,Virgil van Dijk,DF,34.9336,3.0,1,,,,,,,,0,0
Netherlands,Donyell Malen,"FW,MF",27.4271,2.4,0,,,,,,,,0,0
Netherlands,Jan Paul van Hecke,DF,26.0164,3.2,0,,,,,,,,0,0
Netherlands,Micky van de Ven,DF,25.1533,3.0,0,,,,,,,,0,0
Netherlands,Tijjani Reijnders,MF,27.8761,2.5,1,,,,,,,,0,0
Netherlands,Ryan Gravenberch,MF,24.0794,2.4,0,,,,,,,,0,0
Netherlands,Bart Verbruggen,GK,23.8214,2.2,0,,,,,,,,0,0
Netherlands,Denzel Dumfries,DF,30.1561,2.1,0,,,,,,,,0,0
Netherlands,Frenkie de Jong,MF,29.0903,1.5,0,,,,,,,,0,0
Netherlands,Crysencio Summerville,"MF,FW",24.6215,1.5,0,,,,,,,,0,0
Netherlands,Brian Brobbey,FW,24.3641,1.4,0,,,,,,,,0,0
Netherlands,Teun Koopmeiners,MF,28.2902,1.4,0,,,,,,,,0,0
Netherlands,Nathan Aké,DF,31.3176,1.3,0,,,,,,,,0,0
Netherlands,Quinten Timber,MF,24.9911,1.3,0,,,,,,,,0,0
Netherlands,Mark Flekken,GK,33.0027,1.3,0,,,,,,,,0,0
Netherlands,Jerdy Schouten,MF,29.4189,1.1,0,,,,,,,,0,0
Netherlands,Stefan de Vrij,DF,34.3532,1.1,0,,,,,,,,0,0
Netherlands,Xavi Simons,MF,23.1478,1.1,0,,,,,,,,0,0
Netherlands,Kees Smit,MF,20.397,0.8,0,,,,,,,,0,0
Netherlands,Mats Wieffer,DF,26.5749,0.7,0,,,,,,,,0,0
Netherlands,Lutsharel Geertruida,DF,25.9062,1.1,0,,,,,,,,0,0
Netherlands,Jorrel Hato,DF,20.271,0.7,0,,,,,,,,0,0
Netherlands,Justin Kluivert,"FW,MF",27.1095,0.5,0,,,,,,,,0,0
Netherlands,Memphis,"FW,MF",32.3313,0.5,0,,,,,,,,0,0
Netherlands,Robin Roefs,GK,23.4052,0.5,0,,,,,,,,0,0
Netherlands,Wout Weghorst,FW,33.8515,0.4,0,,,,,,,,0,0
Netherlands,Marten de Roon,"DF,MF",35.2108,0.2,0,,,,,,,,0,0
Netherlands,Guus Til,"FW,MF",28.4764,0.2,0,,,,,,,,0,0
Netherlands,Luciano Valente,MF,22.6927,0.2,0,,,,,,,,0,0
Netherlands,Jeremie Frimpong,"DF,MF",25.5092,0.1,0,,,,,,,,0,0
Netherlands,Virgil van Dijk,DF,34.0,8.0,2,10.0,3.0,30.0,1.25,0.37,0.2,0.67,0,0
Netherlands,Cody Gakpo,"FW,MF",26.0,7.2,4,18.0,8.0,44.4,2.49,1.11,0.06,0.13,3,3
Netherlands,Frenkie de Jong,MF,28.0,6.3,0,3.0,1.0,33.3,0.47,0.16,0.0,0.0,0,0
Netherlands,Memphis,FW,31.0,5.9,8,24.0,10.0,41.7,4.05,1.69,0.25,0.6,2,2
Netherlands,Bart Verbruggen,GK,23.0,6.0,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Denzel Dumfries,DF,29.0,5.9,2,14.0,6.0,42.9,2.39,1.02,0.14,0.33,0,0
Netherlands,Ryan Gravenberch,MF,23.0,5.0,0,6.0,1.0,16.7,1.21,0.2,0.0,0.0,0,0
Netherlands,Micky van de Ven,DF,24.0,5.3,1,3.0,1.0,33.3,0.56,0.19,0.33,1.0,0,0
Netherlands,Tijjani Reijnders,MF,27.0,5.0,2,15.0,6.0,40.0,2.98,1.19,0.13,0.33,0,0
Netherlands,Donyell Malen,"MF,FW",27.0,4.5,4,14.0,8.0,57.1,3.14,1.8,0.29,0.5,0,0
Netherlands,Jurriën Timber,DF,24.0,3.7,0,2.0,1.0,50.0,0.54,0.27,0.0,0.0,0,0
Netherlands,Justin Kluivert,MF,26.0,3.1,0,4.0,0.0,0.0,1.29,0.0,0.0,,0,0
Netherlands,Xavi Simons,"FW,MF",22.0,3.0,2,7.0,2.0,28.6,2.34,0.67,0.29,1.0,0,0
Netherlands,Nathan Aké,DF,30.0,2.6,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Stefan de Vrij,DF,33.0,2.2,0,2.0,0.0,0.0,0.9,0.0,0.0,,0,0
Netherlands,Mark Flekken,GK,32.0,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Jan Paul van Hecke,DF,25.0,2.0,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Jeremie Frimpong,FW,25.0,1.7,0,3.0,3.0,100.0,1.73,1.73,0.0,0.0,0,0
Netherlands,Wout Weghorst,FW,33.0,1.9,0,2.0,0.0,0.0,1.08,0.0,0.0,,0,0
Netherlands,Quinten Timber,MF,24.0,1.4,1,3.0,1.0,33.3,2.14,0.71,0.33,1.0,0,0
Netherlands,Lutsharel Geertruida,DF,25.0,1.2,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Matthijs de Ligt,DF,26.0,1.0,0,2.0,0.0,0.0,1.94,0.0,0.0,,0,0
Netherlands,Jerdy Schouten,MF,29.0,1.0,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Noa Lang,"FW,MF",26.0,0.6,1,4.0,1.0,25.0,6.32,1.58,0.25,1.0,0,0
Netherlands,Mats Wieffer,"DF,MF",26.0,0.5,0,1.0,0.0,0.0,2.0,0.0,0.0,,0,0
Netherlands,Emanuel Emegha,FW,22.0,0.3,0,2.0,0.0,0.0,6.0,0.0,0.0,,0,0
Netherlands,Sem Steijn,MF,24.0,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Luciano Valente,MF,22.0,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Quilindschy Hartman,DF,24.0,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Virgil van Dijk,DF,34.9336,11.0,3,10.0,3.0,30.0,1.25,0.37,0.2,0.67,0,0
Netherlands,Cody Gakpo,"FW,MF",27.104,10.5,6,18.0,8.0,44.4,2.49,1.11,0.06,0.13,5,5
Netherlands,Micky van de Ven,DF,25.1533,8.3,1,3.0,1.0,33.3,0.56,0.19,0.33,1.0,0,0
Netherlands,Bart Verbruggen,GK,23.8214,8.2,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Denzel Dumfries,DF,30.1561,8.0,2,14.0,6.0,42.9,2.39,1.02,0.14,0.33,0,0
Netherlands,Frenkie de Jong,MF,29.0903,7.9,0,3.0,1.0,33.3,0.47,0.16,0.0,0.0,0,0
Netherlands,Tijjani Reijnders,MF,27.8761,7.6,3,15.0,6.0,40.0,2.98,1.19,0.13,0.33,0,0
Netherlands,Ryan Gravenberch,MF,24.0794,7.4,0,6.0,1.0,16.7,1.21,0.2,0.0,0.0,0,0
Netherlands,Donyell Malen,"MF,FW",27.4271,6.9,4,14.0,8.0,57.1,3.14,1.8,0.29,0.5,0,0
Netherlands,Memphis,FW,32.3313,6.4,8,24.0,10.0,41.7,4.05,1.69,0.25,0.6,2,2
Netherlands,Jan Paul van Hecke,DF,26.0164,5.2,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Xavi Simons,"FW,MF",23.1478,4.1,2,7.0,2.0,28.6,2.34,0.67,0.29,1.0,0,0
Netherlands,Nathan Aké,DF,31.3176,3.9,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Jurriën Timber,DF,24.9911,3.7,0,2.0,1.0,50.0,0.54,0.27,0.0,0.0,0,0
Netherlands,Justin Kluivert,MF,27.1095,3.6,0,4.0,0.0,0.0,1.29,0.0,0.0,,0,0
Netherlands,Stefan de Vrij,DF,34.3532,3.3,0,2.0,0.0,0.0,0.9,0.0,0.0,,0,0
Netherlands,Mark Flekken,GK,33.0027,3.3,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Quinten Timber,MF,24.9911,2.7,1,3.0,1.0,33.3,2.14,0.71,0.33,1.0,0,0
Netherlands,Lutsharel Geertruida,DF,25.9062,2.3,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Wout Weghorst,FW,33.8515,2.2,0,2.0,0.0,0.0,1.08,0.0,0.0,,0,0
Netherlands,Jerdy Schouten,MF,29.4189,2.1,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Jeremie Frimpong,FW,25.5092,1.9,0,3.0,3.0,100.0,1.73,1.73,0.0,0.0,0,0
Netherlands,Crysencio Summerville,"MF,FW",24.6215,1.5,0,,,,,,,,0,0
Netherlands,Brian Brobbey,FW,24.3641,1.4,0,,,,,,,,0,0
Netherlands,Teun Koopmeiners,"DF,MF",28.2902,1.4,0,,,,,,,,0,0
Netherlands,Mats Wieffer,"DF,MF",26.5749,1.2,0,1.0,0.0,0.0,2.0,0.0,0.0,,0,0
Netherlands,Matthijs de Ligt,DF,26.8378,1.0,0,2.0,0.0,0.0,1.94,0.0,0.0,,0,0
Netherlands,Kees Smit,MF,20.397,0.8,0,,,,,,,,0,0
Netherlands,Jorrel Hato,DF,20.271,0.7,0,,,,,,,,0,0
Netherlands,Noa Lang,"FW,MF",26.9911,0.6,1,4.0,1.0,25.0,6.32,1.58,0.25,1.0,0,0
Netherlands,Robin Roefs,GK,23.4052,0.5,0,,,,,,,,0,0
Netherlands,Emanuel Emegha,FW,23.3587,0.3,0,2.0,0.0,0.0,6.0,0.0,0.0,,0,0
Netherlands,Sem Steijn,MF,24.5722,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Luciano Valente,MF,22.6927,0.3,0,0.0,0.0,,0.0,0.0,,,0,0
Netherlands,Marten de Roon,"DF,MF",35.2108,0.2,0,,,,,,,,0,0
Netherlands,Guus Til,"FW,MF",28.4764,0.2,0,,,,,,,,0,0
Netherlands,Quilindschy Hartman,DF,24.5804,0.1,0,0.0,0.0,,0.0,0.0,,,0,0
New Zealand,Finn Surman,DF,22.7228,1.6,0,,,,,,,,0,0
New Zealand,Marko Stamenic,MF,24.3149,1.6,0,,,,,,,,0,0
New Zealand,Eli Just,MF,26.1205,1.6,0,,,,,,,,0,0
New Zealand,Chris Wood,FW,34.5175,1.6,0,,,,,,,,0,0
New Zealand,Sarpreet Singh,MF,27.3121,1.4,0,,,,,,,,0,0
New Zealand,Liberato Cacace,DF,25.7118,1.2,0,,,,,,,,0,0
New Zealand,Tim Payne,DF,32.4244,1.2,0,,,,,,,,0,0
New Zealand,Michael Boxall,DF,37.8214,1.3,0,,,,,,,,0,0
New Zealand,Max Crocombe,GK,32.8378,1.3,0,,,,,,,,0,0
New Zealand,Alex Rufer,MF,30.0055,1.3,0,,,,,,,,0,0
New Zealand,Jesse Randall,MF,23.8186,1.0,0,,,,,,,,0,0
New Zealand,Matt Garbett,MF,24.1697,0.8,0,,,,,,,,0,0
New Zealand,Tyler Bindon,DF,21.3778,0.8,0,,,,,,,,0,0
New Zealand,Alex Paulsen,GK,23.9446,0.5,0,,,,,,,,0,0
New Zealand,Joe Bell,MF,27.1314,0.5,0,,,,,,,,0,0
New Zealand,Francis de Vries,DF,31.5421,0.4,0,,,,,,,,0,0
New Zealand,Ben Old,MF,23.835,0.4,0,,,,,,,,0,0
New Zealand,Callum McCowatt,"FW,MF",27.1232,0.4,0,,,,,,,,0,0
