Country,Player,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Bosnia-Herzegovina,Armin Gigovic,MF,24.188911704312115,,29.0,29.0,32.2,0.3,0,,0,1,29.0,0,1.0,0.0,1.0,-1.0,-3.1,-4.58
Bosnia-Herzegovina,Kerim Alajbegović,MF,18.72826830937714,,17.0,17.0,18.9,0.2,0,,0,1,17.0,0,1.0,0.0,1.0,-1.0,-5.29,-6.53
Bosnia-Herzegovina,Ivan Šunjić,MF,29.67898699520876,,17.0,17.0,18.9,0.2,0,,0,1,17.0,0,1.0,0.0,1.0,-1.0,-5.29,-6.53
Bosnia-Herzegovina,Dženis Burnić,MF,28.06297056810404,,7.0,7.0,7.8,0.1,0,,0,1,7.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Edin Džeko,FW,40.24366872005476,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Amir Hadžiahmetović,MF,29.268309377138944,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Dennis Hadžikadunić,DF,27.930869267624914,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Mladen Jurkas,GK,18.684462696783026,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Ermin Mahmić,MF,21.251882272416154,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Arjan Malic,DF,20.79397672826831,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Nihad Mujakić,DF,28.164271047227928,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Stjepan Radeljić,DF,28.772073921971252,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Haris Tabaković,FW,31.982888432580424,,,,,,0,,0,0,,1,,,,,,
Bosnia-Herzegovina,Martin Zlomislić,GK,27.826830937713893,,,,,,0,,0,0,,1,,,,,,
Brazil,Alisson,GK,33.69815195071869,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Brazil,Vinicius Júnior,FW,25.922655715263517,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Brazil,Gabriel Magalhães,DF,28.484599589322382,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Brazil,Marquinhos,DF,32.0848733744011,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Brazil,Raphinha,MF,29.49828884325804,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Brazil,Douglas Santos,DF,32.2299794661191,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Brazil,Bruno Guimarães,MF,28.57494866529774,1.0,79.0,79.0,87.8,0.9,1,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0
Brazil,Igor Thiago,FW,24.966461327857633,1.0,61.0,61.0,67.8,0.7,1,61.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0
Brazil,Lucas Paquetá,MF,28.79671457905544,1.0,60.0,60.0,66.7,0.7,1,60.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0
Brazil,Casemiro,MF,34.303901437371664,1.0,45.0,45.0,50.0,0.5,1,45.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0
Brazil,Roger Ibanez,DF,27.555783709787818,1.0,45.0,45.0,50.0,0.5,1,45.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0
Brazil,Danilo,"DF,MF",34.91444216290212,1.0,45.0,45.0,50.0,0.5,0,,0,1,45.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Brazil,Fabinho,"DF,MF",32.64065708418891,1.0,45.0,45.0,50.0,0.5,0,,0,1,45.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Brazil,Matheus Cunha,"FW,MF",27.04928131416838,1.0,30.0,30.0,33.3,0.3,0,,0,1,30.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Brazil,Luiz Henrique,"FW,MF",25.44626967830253,1.0,29.0,29.0,32.2,0.3,0,,0,1,29.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Brazil,Danilo Santos,MF,25.125941136208077,1.0,11.0,11.0,12.2,0.1,0,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Brazil,Gleison Bremer,DF,29.240930869267626,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Ederson,GK,32.824093086926766,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Éderson,MF,26.93634496919918,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Endrick,FW,19.89801505817933,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Gabriel Martinelli,"FW,MF",24.98836413415469,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Léo Pereira,DF,30.366872005475702,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Rayan,MF,19.862422997946613,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Alex Sandro,"DF,MF",35.380561259411365,0.0,,,,,0,,0,0,,1,,,,,,
Brazil,Wéverton,GK,38.50102669404517,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Derek Cornelius,DF,28.550308008213552,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Canada,Maxime Crépeau,GK,32.09308692676249,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Canada,Luc De Fougerolles,DF,20.670773442847366,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Canada,Alistair Johnston,DF,27.681724845995895,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Canada,Ismaël Koné,MF,23.993839835728952,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Canada,Richie Laryea,DF,31.432580424366872,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,
Canada,Stephen Eustáquio,MF,29.479123887748116,1.0,89.0,89.0,98.9,1.0,1,89.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0
Canada,Tani Oluwaseyi,FW,26.082135523613964,1.0,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.2,-7.2
Canada,Tajon Buchanan,MF,27.344969199178646,1.0,60.0,60.0,66.7,0.7,1,60.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.5,-4.5
Canada,Jonathan David,FW,26.413415468856947,1.0,60.0,60.0,66.7,0.7,1,60.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.5,-4.5
Canada,Liam Millar,MF,26.711841204654345,1.0,60.0,60.0,66.7,0.7,1,60.0,0,0,,0,1.0,0.0,1.0,-1.0,-1.5,-4.5
Canada,Ali Ahmed,MF,25.67624914442163,1.0,30.0,30.0,33.3,0.3,0,,0,1,30.0,0,1.0,1.0,0.0,1.0,3.0,4.5
Canada,Promise David,FW,24.947296372347708,1.0,30.0,30.0,33.3,0.3,0,,0,1,30.0,0,1.0,1.0,0.0,1.0,3.0,4.5
Canada,Jacob Shaffelburg,MF,26.54757015742642,1.0,30.0,30.0,33.3,0.3,0,,0,1,30.0,0,1.0,1.0,0.0,1.0,3.0,4.5
Canada,Cyle Larin,"FW,MF",31.15879534565366,1.0,15.0,15.0,16.7,0.2,0,,0,1,15.0,0,1.0,1.0,0.0,1.0,6.0,7.2
Canada,Jonathan Osorio,MF,34.00547570157426,1.0,1.0,1.0,1.1,0.0,0,,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Canada,Moïse Bombito,DF,26.20807665982204,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Mathieu Choinière,MF,27.347707049965777,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Alphonso Davies,"DF,FW",25.61327857631759,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Owen Goodman,GK,22.54483230663929,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Alfie Jones,"DF,MF",28.684462696783026,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Jayden Nelson,"FW,MF",23.71457905544148,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Nathan Saliba,MF,22.347707049965777,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Niko Sigur,"DF,MF",22.761122518822724,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Dayne St. Clair,GK,29.098562628336754,0.0,,,,,0,,0,0,,1,,,,,,
Canada,Joel Waterman,DF,30.386036960985628,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Štěpán Chaloupek,DF,23.268309377138944,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Vladimír Coufal,MF,33.8104038329911,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Robin Hranáč,DF,26.372347707049965,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Matej Kovar,GK,26.076659822039698,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Ladislav Krejčí,DF,27.150581793292265,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Tomáš Souček,MF,31.292950034223136,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Jaroslav Zelený,MF,33.81587953456537,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,
Czechia,Alexandr Sojka,MF,23.199863107460644,1.0,83.0,83.0,92.2,0.9,1,83.0,0,0,,0,0.0,1.0,2.0,-1.0,-1.08,-1.08
Czechia,Lukáš Provod,FW,29.640657084188913,1.0,63.0,63.0,70.0,0.7,1,63.0,0,0,,0,0.0,1.0,0.0,1.0,1.43,8.1
Czechia,Patrik Schick,FW,30.386036960985628,1.0,63.0,63.0,70.0,0.7,1,63.0,0,0,,0,0.0,1.0,0.0,1.0,1.43,8.1
Czechia,Pavel Šulc,FW,25.45722108145106,1.0,63.0,63.0,70.0,0.7,1,63.0,0,0,,0,0.0,1.0,0.0,1.0,1.43,8.1
Czechia,Tomáš Chorý,FW,31.380561259411362,1.0,27.0,27.0,30.0,0.3,0,,0,1,27.0,0,0.0,0.0,2.0,-2.0,-6.67,-8.1
Czechia,Adam Hložek,"FW,MF",23.8870636550308,1.0,27.0,27.0,30.0,0.3,0,,0,1,27.0,0,0.0,0.0,2.0,-2.0,-6.67,-8.1
Czechia,Michal Sadílek,"DF,FW",27.03832991101985,1.0,27.0,27.0,30.0,0.3,0,,0,1,27.0,0,0.0,0.0,2.0,-2.0,-6.67,-8.1
Czechia,Mojmír Chytil,FW,27.125941136208077,1.0,7.0,7.0,7.8,0.1,0,,0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,1.08
Czechia,Lukáš Červ,MF,25.177960301163587,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Vladimír Darida,MF,35.84873374401095,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,David Doudera,"DF,MF",28.03832991101985,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Tomáš Holeš,"DF,MF",33.205338809034906,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Lukáš Horníček,GK,23.919917864476385,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,David Jurásek,"DF,MF",25.851471594798085,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Jan Kuchta,FW,29.42984257357974,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Hugo Sochůrek,MF,18.019164955509925,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Jindřich Staněk,GK,30.13141683778234,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,Denis Višinský,"FW,MF",23.23271731690623,0.0,,,,,0,,0,0,,1,,,,,,
Czechia,David Zima,DF,25.5968514715948,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Ricardo Adé,DF,36.06570841889117,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Carlens Arcus,DF,29.960985626283367,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Jean-Ricner Bellegarde,MF,27.9637234770705,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Hannes Delcroix,DF,27.290212183436005,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Martin Expérience,DF,27.265571526351813,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Danley Jean-Jacques,MF,26.0684462696783,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Frantzdy Pierrot,FW,31.210814510609172,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Johny Placide,GK,38.37234770704997,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,0.0,0.0,1.0,-1.0,-1.0,
Haiti,Ruben Providence,MF,24.93634496919918,1.0,84.0,84.0,93.3,0.9,1,84.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.07,-1.07
Haiti,Wilson Isidor,FW,25.79671457905544,1.0,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.2,-1.2
Haiti,Louicius Deedson,MF,25.33675564681725,1.0,60.0,60.0,66.7,0.7,1,60.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.5,-1.5
Haiti,Josué Casimir,"FW,MF",24.720054757015742,1.0,30.0,30.0,33.3,0.3,0,,0,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1.5
Haiti,Lenny Joseph,"FW,MF",25.670773442847366,1.0,15.0,15.0,16.7,0.2,0,,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1.2
Haiti,Yassin Fortuné,"FW,MF",27.369609856262834,1.0,6.0,6.0,6.7,0.1,0,,0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,1.07
Haiti,Josué Duverger,GK,26.13141683778234,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Jean-Kevin Duverne,DF,28.922655715263517,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Derrick Etienne,"FW,MF",29.550308008213552,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Carl Fred Sainté,MF,23.84599589322382,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Duke Lacroix,"DF,FW",32.6652977412731,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Garven Metusala,DF,26.451745379876797,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Duckens Nazon,"FW,MF",32.186173853524984,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Wilguens Paugain,DF,24.804928131416837,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Alexandre Pierre,GK,25.298425735797398,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Woodensky Pierre,MF,21.45448323066393,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Dominique Simon,MF,25.876112251882272,0.0,,,,,0,,0,0,,1,,,,,,
Haiti,Keeto Thermoncy,DF,20.210814510609172,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Lee Gi-hyuk,DF,25.93634496919918,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,
Korea Republic,Lee Han-beom,DF,23.99110198494182,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,
Korea Republic,Lee Kang-in,FW,25.314852840520192,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,
Korea Republic,Kim Min-jae,DF,29.577686516084874,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,
Korea Republic,Kim Seung-gyu,GK,35.70362765229295,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,
Korea Republic,Seol Young-woo,MF,27.522929500342233,1.0,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,1.0,1.0,1.0,
Korea Republic,Hwang In-beom,MF,29.73100616016427,1.0,83.0,83.0,92.2,0.9,1,83.0,0,0,,0,3.0,2.0,1.0,1.0,1.08,1.08
Korea Republic,Paik Seung-ho,MF,29.243668720054757,1.0,83.0,83.0,92.2,0.9,1,83.0,0,0,,0,3.0,2.0,1.0,1.0,1.08,1.08
Korea Republic,Son Heung-min,FW,33.93360711841205,1.0,68.0,68.0,75.6,0.8,1,68.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-4.09
Korea Republic,Lee Tae-seok,MF,23.878850102669404,1.0,68.0,68.0,75.6,0.8,1,68.0,0,0,,0,3.0,1.0,1.0,0.0,0.0,-4.09
Korea Republic,Lee Jae-sung,FW,33.84325804243669,1.0,61.0,61.0,67.8,0.7,1,61.0,0,0,,0,3.0,0.0,1.0,-1.0,-1.48,-7.68
Korea Republic,Hwang Hee-chan,"FW,MF",30.380561259411362,1.0,29.0,29.0,32.2,0.3,0,,0,1,29.0,0,3.0,2.0,0.0,2.0,6.21,7.68
Korea Republic,Oh Hyeon-gyu,FW,25.17248459958932,1.0,22.0,22.0,24.4,0.2,0,,0,1,22.0,0,3.0,1.0,0.0,1.0,4.09,4.09
Korea Republic,Eom Ji-sung,MF,24.098562628336754,1.0,22.0,22.0,24.4,0.2,0,,0,1,22.0,0,3.0,1.0,0.0,1.0,4.09,4.09
Korea Republic,Kim Jin-gyu,MF,29.301163586584533,1.0,7.0,7.0,7.8,0.1,0,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,-1.08
Korea Republic,Park Jinseob,"DF,MF",30.640657084188913,1.0,7.0,7.0,7.8,0.1,0,,0,1,7.0,0,3.0,0.0,0.0,0.0,0.0,-1.08
Korea Republic,Song Bum-keun,GK,28.66255989048597,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Jens Castrop,MF,22.876112251882272,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Lee Dong-gyeong,"FW,MF",28.73100616016427,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Cho Gue-sung,FW,28.383299110198493,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Jo Hyeon-woo,GK,34.71731690622861,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Yang Hyun-jun,"FW,MF",24.05475701574264,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Bae Jun-ho,"FW,MF",22.813141683778234,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Kim Moon-hwan,"DF,MF",30.867898699520875,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Kim Tae-hyeon,DF,25.739219712525667,0.0,,,,,0,,0,0,,1,,,,,,
Korea Republic,Cho Wi-je,DF,24.802190280629706,0.0,,,,,0,,0,0,,1,,,,,,
Mexico,Roberto Alvarado,MF,27.76659822039699,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,
Mexico,Jesús Gallardo,DF,31.829568788501028,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,
Mexico,Raúl Rangel,GK,26.298425735797398,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,
Mexico,Israel Reyes,DF,26.060232717316907,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,
Mexico,Johan Vásquez,DF,27.643394934976044,,90.0,90.0,100.0,1.0,1,90.0,1,0,,0,3.0,2.0,0.0,2.0,2.0,
Mexico,César Montes,DF,29.301163586584533,,89.0,89.0,98.9,1.0,1,89.0,0,0,,0,3.0,2.0,0.0,2.0,2.02,2.02
Mexico,Julián Quiñones,MF,29.22450376454483,,78.0,78.0,86.7,0.9,1,78.0,0,0,,0,3.0,2.0,0.0,2.0,2.31,2.31
Mexico,Raúl Jiménez,FW,35.10951403148528,,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,3.0,2.0,0.0,2.0,2.4,2.4
Mexico,Erik Lira,MF,26.10130047912389,,75.0,75.0,83.3,0.8,1,75.0,0,0,,0,3.0,2.0,0.0,2.0,2.4,2.4
Mexico,Álvaro Fidalgo,MF,29.18069815195072,,65.0,65.0,72.2,0.7,1,65.0,0,0,,0,3.0,1.0,0.0,1.0,1.38,-2.22
Mexico,Brian Gutiérrez,MF,22.99110198494182,,65.0,65.0,72.2,0.7,1,65.0,0,0,,0,3.0,1.0,0.0,1.0,1.38,-2.22
Mexico,Luis Chávez,MF,30.410677618069816,,25.0,25.0,27.8,0.3,0,,0,1,25.0,0,3.0,1.0,0.0,1.0,3.6,2.22
